	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa-miR-194-5p	34.6858617124245	86.7737519042018	18.152914969153	16.3208460726604	130.021047157009	102.226113010039	30.6197720218792	52.3075177877071	83.3687319615869	63.3621444731438	72.5685016418624	51.9188996247332	80.5533846132752	32.4651608242904	65.2918077436084	68.7069354743723	110.554331053199	48.1193910834768	95.7258411908295	11.0396599784727	14.0775673963539	59.2743902717047	30.2160447197462	68.5400959561343	16.3359543464529	33.0210096173691	106.58229836312	94.7633889601343	100.361830811082	229.880749361269	75.6660716137331	28.9290865434288	67.7049928772518	24.3145722094165	46.3109261095553	45.9877344142641	59.8619583241046	166.501060772887
hsa-miR-215-5p	33.8600078621287	64.2768532623717	10.3730942680874	48.9625382179812	79.2315756113021	73.4169357072095	30.6197720218792	32.4558694706857	123.068128133771	74.5436993801691	84.6632519155061	29.0135027314686	46.2753486076262	109.56991778198	83.9466099560679	127.598594452406	185.033038289038	41.2451923572659	131.623031637391	38.6388099246543	35.1939184908848	45.5956848243882	143.526212418794	99.0023608255274	73.5117945590381	70.1696454369092	92.5583117363939	41.1563623585985	63.3864194596308	37.4805569610764	44.8391535488789	107.450892875593	10.5217218660594	43.7662299769498	202.950823244816	44.3453153280404	89.7929374861569	102.049037247899
hsa-miR-223-5p	33.0341540118328	44.9937972836602	36.305829938306	32.6416921453208	60.9473658548478	63.1943244062057	55.6723127670531	39.7032966340427	234.226437415887	22.3631098140507	54.4263762313968	12.9797249061833	49.7031522081911	16.2325804121452	172.556920465251	19.6305529926778	55.8590304268794	54.9935898096878	0	60.7181298815996	61.0027920508669	27.3574108946329	30.2160447197462	30.462264869393	43.5625449238745	24.7657572130268	84.1439197603581	34.5851784526038	0	61.2182430364249	30.8269180648542	33.06181319249	58.555669515461	43.7662299769498	32.6900654890979	26.2787053795795	23.9447833296418	64.4520235249886
hsa-miR-361-3p	33.0341540118328	83.5599092410832	85.5780277117213	16.3208460726604	73.1368390258173	54.8303697053843	52.8886971287005	104.615035575414	11.9098188516553	26.0902947830592	18.1421254104656	50.3918731651823	76.2686301125691	16.2325804121452	41.973304978034	29.4458294890167	34.9118940167996	41.2451923572659	47.8629205954147	55.1982998923633	23.4626123272565	13.6787054473165	30.2160447197462	45.6933973040896	43.5625449238745	8.25525240434226	16.8287839520716	57.4113962313223	42.2576129730872	62.4675949351274	19.6171296776345	16.530906596245	62.2153988601773	9.72582888376662	24.5175491168234	32.8483817244743	29.9309791620523	32.2260117624943
hsa-miR-4433b-3p	33.0341540118328	3.21384266311858	15.5596414021312	81.604230363302	0	0.92932830009126	5.56723127670531	13.2344322113476	11.9098188516553	18.6359248450423	12.0947502736437	32.0675556505705	15.4251162025421	16.2325804121452	18.6548022124595	19.6305529926778	12.8010278061599	3.43709936310549	0	88.3172798277813	32.8476572581591	31.9169793770718	15.1080223598731	0	59.8984992703274	16.5105048086845	0	0	5.2822016216359	21.2389822779433	53.2464948392937	0	15.5538497150443	24.3145722094165	5.44834424818298	24.6362862933558	0	5.37100196041572
hsa-miR-656-3p	31.3824463112412	32.1384266311858	67.4251127425683	76.1639483390819	0	38.1024603037417	8.35084691505797	35.9220302879434	7.93987923443684	18.6359248450423	36.2842508209312	6.10810583820391	34.278036005649	8.11629020607261	27.9822033186893	29.4458294890167	12.8010278061599	37.8080929941604	11.9657301488537	16.559489967709	56.3102695854156	13.6787054473165	15.1080223598731	0	27.2265905774215	41.2762620217113	5.60959465069054	33.2017713144996	52.822016216359	14.9922227844306	2.80244709680493	12.3981799471838	43.9167521365957	48.6291444188331	38.1384097372808	52.5574107591589	23.9447833296418	42.9680156833257
hsa-miR-382-5p	31.3824463112412	86.7737519042018	41.4923770723497	32.6416921453208	28.4421040655956	76.2049206074833	0	20.166753845863	19.8496980860921	48.4534045971099	18.1421254104656	5.34459260842842	37.7058396062139	0	32.6459038718042	49.0763824816945	26.7657854128797	30.9338942679494	71.7943808931221	11.0396599784727	28.1551347927078	18.2382739297553	0	15.2311324346965	59.8984992703274	0	28.0479732534527	31.8183641763955	42.2576129730872	69.9637063273427	8.40734129041479	12.3981799471838	49.4063461536702	34.0404010931832	51.7592703577383	11.496933603566	23.9447833296418	69.8230254854043
hsa-miR-6803-3p	31.3824463112412	19.2830559787115	5.18654713404372	21.7611280968805	4.06315772365652	27.8798490027378	19.4853094684686	10.7135879806147	0	3.72718496900846	0	13.7432381359588	7.71255810127103	8.11629020607261	23.3185027655744	0	6.98237880335992	6.87419872621098	11.9657301488537	11.0396599784727	14.0775673963539	0	15.1080223598731	7.61556621734826	10.8906362309686	33.0210096173691	0	2.7668142762083	10.5644032432718	8.74546329091784	19.6171296776345	12.3981799471838	27.4479700853723	9.72582888376662	16.3450327445489	45.9877344142641	11.9723916648209	0
hsa-let-7c-5p	30.5565924609454	41.7799546205416	29.8226460207514	65.2833842906416	32.5052617892521	44.6077584043805	44.5378502136425	32.1407639418441	11.9098188516553	42.8626271435973	57.4500637998077	24.0506667379279	23.5661497538837	81.1629020607261	39.6414547014765	49.0763824816945	23.2745960111997	51.5564904465823	0	13.7995749730908	70.3878369817696	54.7148217892659	15.1080223598731	57.1167466301119	27.2265905774215	33.0210096173691	28.0479732534527	29.3974016847132	31.6932097298154	28.7350936701586	43.4379300004764	33.06181319249	47.5764814813121	9.72582888376662	49.0350982336468	32.0271721813625	65.8481541565151	56.395520584365
hsa-miR-224-5p	29.7307386106495	61.0630105992531	28.5260092372404	108.805640484403	93.4526276440999	36.2438037035591	25.0525407451739	83.1878596141848	11.9098188516553	18.6359248450423	60.4737513682186	19.8513439741627	18.852919803107	16.2325804121452	97.9377116154126	78.5222119707112	24.4383258117597	134.046875161114	0	27.5991499461817	37.5401797236104	45.5956848243882	15.1080223598731	15.2311324346965	147.023589118076	66.0420192347381	67.3151358082865	28.3598463311351	42.2576129730872	134.930005059875	42.036706452074	53.7254464377963	51.2362108260284	9.72582888376662	32.6900654890979	21.3514481209083	17.9585874972314	53.7100196041572
hsa-miR-151a-5p	29.7307386106495	86.7737519042018	160.782961155355	141.447332629724	36.5684195129087	52.0423848051106	30.6197720218792	138.016221632625	27.789577320529	63.3621444731438	151.184378420547	95.4391537219361	67.6991211111568	56.8140314425083	107.265112721642	29.4458294890167	60.5139496291193	103.112980893165	47.8629205954147	88.3172798277813	107.92801670538	68.3935272365823	60.4320894394924	91.3867946081791	98.0157260787175	90.8077764477649	100.97270371243	139.032417379467	68.6686210812667	97.4494480987988	67.2587303233183	57.8581730868575	128.090527065071	165.339091024033	35.4142376131893	64.054344362725	35.9171749944628	48.3390176437414
hsa-miR-136-3p	29.7307386106495	25.7107413049487	31.1192828042623	5.44028202422014	0	17.6572377017339	5.56723127670531	7.56253269219862	0	22.3631098140507	12.0947502736437	5.34459260842842	36.8488887060727	0	4.66370055311489	9.8152764963389	6.98237880335992	24.0596955417384	0	5.51982998923633	14.0775673963539	4.55956848243882	15.1080223598731	7.61556621734826	0	0	5.60959465069054	23.5179213477706	10.5644032432718	11.2441670883229	2.80244709680493	4.13272664906125	38.4271581195213	87.5324599538996	10.896688496366	0	0	0
hsa-miR-497-5p	29.7307386106495	112.48449320915	90.7645748457651	103.365358460183	109.705258538726	114.307380911225	141.964397555985	110.286935094563	55.5791546410579	212.449543233482	108.852752462794	33.5945821101215	141.396898523302	202.907255151815	116.592513827872	147.229147445084	122.191629058799	13.748397452422	191.451682381659	137.995749730908	150.160718894442	91.1913696487764	407.916603716573	137.080191912269	98.0157260787175	165.105048086845	229.993380678312	71.2454676123638	110.926234054354	89.9533367065835	134.517460646637	95.0527129284088	135.409985754504	34.0404010931832	130.760261956391	192.163033088175	269.378812458471	295.405107822864
hsa-let-7a-3p	28.0790309100579	73.9183812517274	38.8991035053279	27.2014101211007	73.1368390258173	104.549433760267	75.1576222355217	80.0368043257687	51.6092150238395	63.3621444731438	42.331625957753	64.5168679160288	93.4076481153936	16.2325804121452	41.973304978034	39.2611059853556	79.1336264380791	54.9935898096878	95.7258411908295	33.118979935418	61.0027920508669	127.667917508287	60.4320894394924	76.1556621734826	54.4531811548431	16.5105048086845	112.191893013811	62.9450247837389	15.8466048649077	50.5987518974532	67.2587303233183	49.592719788735	60.3855341878191	53.4920588607164	119.863573460025	62.4119252765013	83.8067416537465	85.9360313666514
hsa-miR-96-5p	28.0790309100579	12.8553706524743	12.9663678351093	0	4.06315772365652	28.8091773028291	0	14.494854326714	0	0	12.0947502736437	13.7432381359588	13.7112144022596	0	4.66370055311489	9.8152764963389	27.9295152134397	27.4967949048439	11.9657301488537	0	0	13.6787054473165	15.1080223598731	7.61556621734826	10.8906362309686	8.25525240434226	5.60959465069054	5.53362855241661	0	12.4935189870255	19.6171296776345	12.3981799471838	14.6389173788652	0	27.2417212409149	34.4908008106981	17.9585874972314	21.4840078416629
hsa-miR-7-5p	28.0790309100579	16.0692133155929	7.77982070106558	0	16.2526308946261	26.9505207026465	0	17.0156985574469	39.6993961721842	3.72718496900846	12.0947502736437	9.16215875730587	18.852919803107	24.3488706182178	4.66370055311489	29.4458294890167	15.1284874072798	30.9338942679494	0	0	9.38504493090261	31.9169793770718	0	22.8466986520448	5.44531811548431	0	28.0479732534527	14.5257749500936	5.2822016216359	24.987037974051	56.0489419360986	4.13272664906125	6.40452635325355	9.72582888376662	27.2417212409149	169.169165881043	11.9723916648209	0
hsa-miR-505-5p	28.0790309100579	19.2830559787115	15.5596414021312	0	12.1894731709696	19.5158943019165	30.6197720218792	23.3178091342791	3.96993961721842	22.3631098140507	6.04737513682186	7.63513229775489	26.565477904378	0	13.9911016593447	78.5222119707112	12.8010278061599	10.3112980893165	0	11.0396599784727	9.38504493090261	0	0	0	5.44531811548431	0	16.8287839520716	11.0672571048332	36.9754113514513	16.2415746831331	19.6171296776345	28.9290865434288	18.2986467235816	77.806631070133	21.7933769927319	11.496933603566	11.9723916648209	59.0810215645729
hsa-miR-381-3p	28.0790309100579	32.1384266311858	54.458744907459	16.3208460726604	4.06315772365652	14.8692528014602	19.4853094684686	34.0313971148938	0	7.45436993801691	0	12.2162116764078	41.1336432067788	0	18.6548022124595	9.8152764963389	8.14610860391991	13.748397452422	35.897190446561	5.51982998923633	14.0775673963539	13.6787054473165	0	0	16.3359543464529	74.2972716390804	5.60959465069054	19.3676999334581	52.822016216359	28.7350936701586	2.80244709680493	0	41.1719551280585	43.7662299769498	29.9658933650064	0	11.9723916648209	21.4840078416629
hsa-miR-500a-3p	28.0790309100579	22.4968986418301	23.3394621031967	13.6007050605503	22.3473674801108	42.749101804198	23.6607329259976	31.8256584130025	13.8947886602645	39.1354421745888	21.1658129788765	14.1249947508465	21.8522479536012	28.4070157212541	9.32740110622977	9.8152764963389	15.1284874072798	10.3112980893165	23.9314602977074	0	49.2714858872387	13.6787054473165	22.6620335398096	3.80778310867413	0	0	8.41439197603581	26.9764391930309	7.92330243245385	42.4779645558866	30.8269180648542	8.2654532981225	19.6710452278502	19.4516577675332	35.4142376131893	9.03330497423044	23.9447833296418	29.5405107822864
hsa-miR-382-3p	28.0790309100579	44.9937972836602	28.5260092372404	43.5222561937611	12.1894731709696	45.5370867044717	16.7016938301159	10.0833769229315	0	18.6359248450423	30.2368756841093	7.63513229775489	30.8502324050841	24.3488706182178	13.9911016593447	68.7069354743723	10.4735682050399	30.9338942679494	23.9314602977074	5.51982998923633	4.6925224654513	13.6787054473165	0	22.8466986520448	27.2265905774215	16.5105048086845	11.2191893013811	23.5179213477706	21.1288064865436	23.7376860753484	0	20.6636332453063	47.5764814813121	72.9437166282496	8.17251637227447	1.64241908622372	17.9585874972314	10.7420039208314
hsa-miR-652-5p	26.4273232094663	41.7799546205416	44.0856506393716	10.8805640484403	4.06315772365652	39.9611169039242	5.56723127670531	77.5159600950358	0	7.45436993801691	60.4737513682186	52.6824128545087	41.99059410692	56.8140314425083	18.6548022124595	19.6305529926778	50.0403814240794	34.3709936310549	107.691571339683	22.0793199569453	42.2327021890617	0	75.5401117993655	15.2311324346965	16.3359543464529	66.0420192347381	22.4383786027622	49.8026569717494	36.9754113514513	49.9740759481019	22.4195767744394	8.2654532981225	55.8108725069238	24.3145722094165	32.6900654890979	65.6967634489487	5.98619583241046	91.3070333270672
hsa-miR-629-5p	26.4273232094663	12.8553706524743	15.5596414021312	0	4.06315772365652	13.0105962012776	13.9180781917633	10.7135879806147	19.8496980860921	7.45436993801691	12.0947502736437	11.4526984466323	15.4251162025421	32.4651608242904	0	19.6305529926778	5.81864900279993	44.6822917203713	35.897190446561	11.0396599784727	18.7700898618052	9.11913696487764	30.2160447197462	0	0	0	16.8287839520716	10.3755535357811	10.5644032432718	14.9922227844306	25.2220238712444	16.530906596245	17.3837143874025	29.1774866512999	10.896688496366	11.496933603566	0	16.1130058812471
hsa-miR-193a-5p	26.4273232094663	38.566111957423	20.7461885361749	16.3208460726604	69.0736813021608	101.296784709947	30.6197720218792	38.4428745186763	71.4589131099316	0	18.1421254104656	25.1959365825911	71.1269247117217	40.581451030363	32.6459038718042	9.8152764963389	38.4030834184796	48.1193910834768	35.897190446561	11.0396599784727	14.0775673963539	36.4765478595106	0	99.0023608255274	38.1172268083901	8.25525240434226	44.8767572055243	84.3878354243532	21.1288064865436	77.459817719558	28.0244709680493	61.9908997359188	39.3420904557004	9.72582888376662	51.7592703577383	62.4119252765013	11.9723916648209	64.4520235249886
hsa-miR-181c-5p	26.4273232094663	28.9245839680673	23.3394621031967	5.44028202422014	28.4421040655956	20.4452226020077	2.78361563835266	46.0054072108749	11.9098188516553	7.45436993801691	18.1421254104656	19.8513439741627	17.9959689029657	0	41.973304978034	39.2611059853556	24.4383258117597	17.1854968155274	35.897190446561	22.0793199569453	42.2327021890617	22.7978424121941	15.1080223598731	22.8466986520448	27.2265905774215	16.5105048086845	22.4383786027622	36.66028915976	36.9754113514513	6.24675949351274	30.8269180648542	4.13272664906125	19.2135790597606	9.72582888376662	29.9658933650064	11.496933603566	17.9585874972314	37.59701372291
hsa-miR-548d-3p	24.7756155088746	22.4968986418301	31.1192828042623	21.7611280968805	4.06315772365652	18.5865660018252	22.2689251068212	24.5782312496455	7.93987923443684	7.45436993801691	24.1895005472875	19.8513439741627	23.1376743038131	0	9.32740110622977	19.6305529926778	5.81864900279993	3.43709936310549	11.9657301488537	5.51982998923633	14.0775673963539	36.4765478595106	0	0	10.8906362309686	16.5105048086845	11.2191893013811	8.99214639767698	10.5644032432718	8.74546329091784	44.8391535488789	24.7963598943675	13.7239850426862	9.72582888376662	29.9658933650064	50.9149916729352	17.9585874972314	5.37100196041572
hsa-miR-877-3p	24.7756155088746	19.2830559787115	59.6452920415027	27.2014101211007	44.6947349602217	17.6572377017339	33.4033876602319	47.8960403839246	15.8797584688737	48.4534045971099	66.5211265050405	49.6283599354068	17.1390180028245	64.9303216485809	27.9822033186893	0	27.9295152134397	37.8080929941604	0	66.237959870836	32.8476572581591	9.11913696487764	30.2160447197462	22.8466986520448	98.0157260787175	16.5105048086845	16.8287839520716	45.652435557437	26.4110081081795	32.4831493662662	25.2220238712444	33.06181319249	67.7049928772518	9.72582888376662	29.9658933650064	59.1270871040538	0	0
hsa-miR-374a-5p	24.7756155088746	28.9245839680673	46.6789242063935	70.7236663148618	12.1894731709696	24.1625358023728	38.9706189369372	50.4168846146574	27.789577320529	63.3621444731438	24.1895005472875	35.885121799448	29.1363306048017	0	46.6370055311489	78.5222119707112	25.6020556123197	41.2451923572659	23.9314602977074	33.118979935418	46.925224654513	95.7509381312153	0	0	16.3359543464529	41.2762620217113	50.4863518562149	49.8026569717494	21.1288064865436	26.2363898727535	25.2220238712444	20.6636332453063	32.4800979343573	48.6291444188331	49.0350982336468	24.6362862933558	29.9309791620523	34.9115127427022
hsa-miR-329-3p	24.7756155088746	99.6291225566761	62.2385656085246	27.2014101211007	44.6947349602217	42.749101804198	41.7542345752898	27.7292865380616	7.93987923443684	48.4534045971099	30.2368756841093	14.5067513657343	84.8381391139813	24.3488706182178	60.6281071904935	68.7069354743723	18.6196768089598	27.4967949048439	11.9657301488537	38.6388099246543	23.4626123272565	13.6787054473165	0	15.2311324346965	16.3359543464529	82.5525240434226	5.60959465069054	31.1266606073434	52.822016216359	29.9844455688612	2.80244709680493	4.13272664906125	71.3647222219681	145.887433256499	35.4142376131893	22.993867207132	53.8757624916942	59.0810215645729
hsa-miR-210-3p	24.7756155088746	44.9937972836602	7.77982070106558	16.3208460726604	4.06315772365652	24.1625358023728	0	26.4688644226952	0	29.8174797520677	6.04737513682186	21.3783704337137	21.4237725035306	40.581451030363	69.9555082967233	9.8152764963389	24.4383258117597	6.87419872621098	47.8629205954147	11.0396599784727	0	4.55956848243882	0	0	10.8906362309686	0	22.4383786027622	17.984292795354	0	6.24675949351274	5.60489419360986	0	10.0642556979699	24.3145722094165	24.5175491168234	4.92725725867115	5.98619583241046	16.1130058812471
