	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa-miR-1307-3p	75.9785542272155	48.2076399467788	18.152914969153	43.5222561937611	0	69.6996225068445	61.2395440437584	66.8023721144211	31.7595169377474	44.7262196281015	36.2842508209312	36.6486350292235	34.278036005649	40.581451030363	32.6459038718042	9.8152764963389	34.9118940167996	3.43709936310549	0	55.1982998923633	215.85603341076	36.4765478595106	45.3240670796193	0	27.2265905774215	74.2972716390804	33.6575679041432	40.8105105740725	47.5398145947231	37.4805569610764	33.6293651616592	20.6636332453063	54.8959401707447	63.217887744483	8.17251637227447	22.993867207132	47.8895666592837	26.8550098020786
hsa-miR-28-5p	74.3268465266239	73.9183812517274	129.663678351093	103.365358460183	48.7578926838782	106.872754510495	77.9412378738744	97.0525028832156	83.3687319615869	130.451473915296	120.947502736437	112.236444776997	100.263255316523	48.6977412364356	125.919914934102	117.783317956067	65.1688688313593	106.55008025627	47.8629205954147	165.59489967709	89.1579268435748	72.9530957190211	45.3240670796193	45.6933973040896	92.5704079632332	82.5525240434226	100.97270371243	103.063831788759	105.644032432718	61.2182430364249	89.6783070977578	132.24725276996	76.8543162390425	121.572861047083	81.7251637227447	77.1936970525147	53.8757624916942	123.533045089561
hsa-miR-1-3p	74.3268465266239	196.044402450234	163.376234722377	87.0445123875222	138.147362604322	54.8303697053843	61.2395440437584	80.6670153834519	131.008007368208	85.7252542871945	72.5685016418624	39.7026879483254	72.8408265120042	32.4651608242904	41.973304978034	186.490253430439	88.443464842559	61.8677885358988	83.7601110419758	137.995749730908	46.925224654513	109.429643578532	90.6481341592386	99.0023608255274	87.1250898477489	115.573533660792	78.5343251096676	203.36084930131	68.6686210812667	144.924820249496	397.9474877463	33.06181319249	150.048903133369	126.435775488966	68.1043031022872	50.9149916729352	59.8619583241046	75.19402744582
hsa-miR-495-3p	69.371723424849	163.905975819048	197.088791093661	146.887614653944	77.1999967494738	136.611260113415	116.911856810812	147.469387497873	7.93987923443684	156.541768698355	96.7580021891498	56.4999790033862	125.97178232076	146.093223709307	107.265112721642	265.01246540115	69.8237880335992	123.735577071798	119.657301488537	49.678469903127	93.8504493090261	59.2743902717047	15.1080223598731	99.0023608255274	103.461044194202	123.828786065134	39.2671625548338	103.755535357811	73.9508227029026	83.7065772130707	39.234259355269	45.4599931396738	162.857955839876	238.282807652282	160.726155321398	39.4180580693692	59.8619583241046	128.904047049977
hsa-miR-92b-3p	69.371723424849	70.7045385886089	25.9327356702186	38.0819741695409	32.5052617892521	71.558279107027	66.8067753204638	53.5679399030735	27.789577320529	89.452439256203	48.3790010945749	32.831068880346	41.99059410692	56.8140314425083	55.9644066373786	19.6305529926778	55.8590304268794	127.172676434903	83.7601110419758	38.6388099246543	65.6953145163182	63.8339587541435	30.2160447197462	22.8466986520448	21.7812724619372	33.0210096173691	78.5343251096676	71.2454676123638	10.5644032432718	29.9844455688612	53.2464948392937	86.7872596302863	60.3855341878191	58.3549733025997	117.139401335934	77.1936970525147	59.8619583241046	59.0810215645729
hsa-miR-625-5p	69.371723424849	115.698335872269	28.5260092372404	54.4028202422014	32.5052617892521	45.5370867044717	50.1050814903478	87.5993370179673	47.6392754066211	37.2718496900846	102.805377325972	34.358095339897	111.403617018359	16.2325804121452	121.256214380987	58.8916589780334	87.279735041999	48.1193910834768	71.7943808931221	44.1586399138907	56.3102695854156	68.3935272365823	15.1080223598731	53.3089635214378	10.8906362309686	90.8077764477649	84.1439197603581	65.7118390599472	15.8466048649077	119.937782275445	39.234259355269	82.654532981225	129.00545940125	72.9437166282496	68.1043031022872	105.114821518318	65.8481541565151	32.2260117624943
hsa-let-7f-1-3p	61.1131849218907	54.6353252730159	88.1713012787432	54.4028202422014	56.8842081311912	91.0741734089435	125.26270372587	96.4222918255324	59.5490942582763	78.2708843491776	114.900127599615	85.5134817348548	60.843513910027	89.2791922667987	60.6281071904935	78.5222119707112	48.8766516235194	92.8016828038482	23.9314602977074	77.2776198493086	79.7728819126722	113.989212060971	90.6481341592386	15.2311324346965	49.0078630393588	66.0420192347381	78.5343251096676	90.6131675458219	47.5398145947231	82.4572253143682	58.8513890329035	37.1945398415513	41.1719551280585	19.4516577675332	49.0350982336468	77.1936970525147	47.8895666592837	75.19402744582
hsa-miR-7-1-3p	59.4614772212991	86.7737519042018	95.9511219798088	27.2014101211007	73.1368390258173	55.7596980054756	41.7542345752898	9.45316586524827	91.3086111960237	152.814583729347	78.6158767786842	22.9053968932647	27.4224288045192	97.3954824728713	13.9911016593447	78.5222119707112	37.2393536179196	144.35817325043	35.897190446561	0	98.5429717744774	118.548780543409	90.6481341592386	30.462264869393	141.578271002592	99.0630288521072	157.068650219335	40.1188070050204	89.7974275678103	26.2363898727535	30.8269180648542	107.450892875593	91.4932336179078	301.500695396765	19.0692048686404	55.8422489316064	29.9309791620523	69.8230254854043
hsa-miR-142-3p	57.8097695207075	96.4152798935575	121.883857650027	108.805640484403	178.778939840887	118.954022411681	52.8886971287005	116.589045671395	23.8196377033105	137.905843853313	133.042253010081	77.1148362073244	77.9825319128515	202.907255151815	111.928813274757	98.152764963389	112.881790654319	99.6758815300592	83.7601110419758	160.075069687854	140.775673963539	68.3935272365823	135.972201238858	99.0023608255274	70.789135501296	82.5525240434226	162.678244870026	217.194920682352	105.644032432718	139.927412654685	50.4440477424887	132.24725276996	173.837143874025	111.847032163316	117.139401335934	106.757240604542	53.8757624916942	161.130058812471
hsa-miR-129-2-3p	54.5063541195242	80.3460665779646	57.0520184744809	38.0819741695409	125.957889433352	54.8303697053843	122.479088087517	34.0313971148938	103.218430047679	98.7704016787241	42.331625957753	11.4526984466323	34.278036005649	121.744353091089	69.9555082967233	68.7069354743723	40.7305430195995	41.2451923572659	71.7943808931221	38.6388099246543	51.6177471199643	36.4765478595106	196.40429067835	121.849059477572	92.5704079632332	123.828786065134	58.9007438322507	8.99214639767698	58.1042178379949	41.8532886065354	106.492989678587	144.645432717144	32.9375641024468	63.217887744483	95.3460243432021	192.163033088175	113.737720815799	107.420039208314
hsa-miR-1260b	54.5063541195242	128.553706524743	59.6452920415027	136.007050605503	32.5052617892521	62.2649961061144	33.4033876602319	16.3854874997637	99.2484904304605	152.814583729347	60.4737513682186	35.885121799448	43.7044959072025	24.3488706182178	27.9822033186893	88.3374884670501	39.5668132190396	82.4903847145317	11.9657301488537	60.7181298815996	112.620539170831	82.0722326838988	75.5401117993655	22.8466986520448	206.922088388404	82.5525240434226	84.1439197603581	81.6210211481449	89.7974275678103	34.9818531636713	67.2587303233183	61.9908997359188	130.835324073608	238.282807652282	19.0692048686404	31.2059626382506	89.7929374861569	26.8550098020786
hsa-miR-1285-3p	54.5063541195242	44.9937972836602	0	27.2014101211007	4.06315772365652	22.3038792021902	19.4853094684686	13.2344322113476	15.8797584688737	44.7262196281015	18.1421254104656	10.6891852168568	42.8475450070613	48.6977412364356	18.6548022124595	39.2611059853556	18.6196768089598	17.1854968155274	0	27.5991499461817	56.3102695854156	13.6787054473165	30.2160447197462	15.2311324346965	16.3359543464529	41.2762620217113	39.2671625548338	17.984292795354	36.9754113514513	23.7376860753484	103.690542581782	12.3981799471838	20.1285113959397	14.5887433256499	13.6208606204574	32.8483817244743	35.9171749944628	10.7420039208314
hsa-miR-151a-3p	54.5063541195242	106.056807882913	129.663678351093	141.447332629724	48.7578926838782	99.4381281097648	125.26270372587	143.057910094091	27.789577320529	67.0893294421522	48.3790010945749	123.689143223629	112.260567918501	146.093223709307	65.2918077436084	117.783317956067	109.390601252639	158.106570702852	35.897190446561	77.2776198493086	159.545763825344	27.3574108946329	60.4320894394924	45.6933973040896	92.5704079632332	49.5315144260536	129.020676965882	154.249895898613	121.490637297626	98.6987999975013	126.110119356222	41.3272664906125	161.028091167518	102.12120327955	70.8284752263787	100.187564259647	47.8895666592837	96.6780352874829
hsa-miR-18b-5p	53.6805002692284	6.42768532623717	20.7461885361749	5.44028202422014	8.12631544731303	22.3038792021902	27.8361563835266	24.8933367784871	11.9098188516553	7.45436993801691	54.4263762313968	27.8682328868053	16.2820671026833	8.11629020607261	44.3051552545914	9.8152764963389	10.4735682050399	37.8080929941604	0	0	9.38504493090261	20.5180581709747	7.55401117993655	7.61556621734826	27.2265905774215	20.6381310108557	25.2431759281074	26.9764391930309	13.2055040540897	22.4883341766459	22.4195767744394	18.5972699207756	24.2457069087456	0	14.9829466825032	9.8545145173423	8.97929374861569	26.8550098020786
hsa-miR-296-5p	52.8546464189325	9.64152798935575	28.5260092372404	10.8805640484403	8.12631544731303	26.9505207026465	16.7016938301159	16.3854874997637	7.93987923443684	7.45436993801691	0	18.3243175146117	12.8542635021184	24.3488706182178	23.3185027655744	9.8152764963389	19.7834066095198	10.3112980893165	11.9657301488537	5.51982998923633	18.7700898618052	4.55956848243882	30.2160447197462	0	21.7812724619372	8.25525240434226	0	13.1423678119894	36.9754113514513	19.9896303792408	0	8.2654532981225	13.7239850426862	9.72582888376662	8.17251637227447	8.21209543111859	5.98619583241046	0
hsa-miR-409-3p	52.8546464189325	154.264447829692	176.342602557486	59.8431022664215	28.4421040655956	133.823275213141	55.6723127670531	85.0784927872344	23.8196377033105	63.3621444731438	72.5685016418624	33.5945821101215	166.248474627398	56.8140314425083	93.2740110622977	166.859700437761	46.5491920223995	75.6161859883207	47.8629205954147	16.559489967709	28.1551347927078	27.3574108946329	0	15.2311324346965	16.3359543464529	41.2762620217113	22.4383786027622	175.001002970175	58.1042178379949	103.696207592311	44.8391535488789	24.7963598943675	133.580121082145	77.806631070133	73.5526473504702	27.9211244658032	47.8895666592837	26.8550098020786
hsa-miR-942-5p	49.5512310177493	9.64152798935575	2.59327356702186	16.3208460726604	12.1894731709696	3.71731320036504	2.78361563835266	11.9740100959811	3.96993961721842	0	12.0947502736437	9.16215875730587	9.42645990155348	0	0	0	18.6196768089598	6.87419872621098	0	27.5991499461817	9.38504493090261	0	0	7.61556621734826	0	8.25525240434226	0	4.15022141431245	0	6.24675949351274	2.80244709680493	4.13272664906125	10.0642556979699	9.72582888376662	19.0692048686404	26.2787053795795	5.98619583241046	10.7420039208314
hsa-miR-487b-3p	49.5512310177493	151.050605166573	127.070404784071	114.245922508623	24.3789463419391	63.1943244062057	111.344625534106	82.5576485565016	0	52.1805895661184	90.7106270523279	19.0878307443872	69.4130229114393	8.11629020607261	97.9377116154126	58.8916589780334	43.0580026207195	61.8677885358988	35.897190446561	38.6388099246543	84.4654043781235	41.0361163419494	30.2160447197462	22.8466986520448	43.5625449238745	90.8077764477649	39.2671625548338	72.6288747504679	89.7974275678103	81.2078734156656	2.80244709680493	41.3272664906125	80.5140455837589	189.653663233449	57.2076146059213	9.8545145173423	23.9447833296418	145.017052931224
hsa-miR-425-3p	49.5512310177493	61.0630105992531	31.1192828042623	32.6416921453208	16.2526308946261	37.1731320036504	105.777394257401	89.489970191017	3.96993961721842	22.3631098140507	24.1895005472875	58.0270054629372	85.6950900141226	48.6977412364356	41.973304978034	58.8916589780334	44.2217324212795	30.9338942679494	23.9314602977074	22.0793199569453	79.7728819126722	18.2382739297553	15.1080223598731	83.7712283908309	38.1172268083901	33.0210096173691	50.4863518562149	72.6288747504679	5.2822016216359	47.4753721506968	56.0489419360986	57.8581730868575	52.1511431622074	82.6695455120163	57.2076146059213	18.0666099484609	23.9447833296418	42.9680156833257
hsa-miR-93-3p	49.5512310177493	35.3522692943044	41.4923770723497	38.0819741695409	20.3157886182826	30.6678339030116	41.7542345752898	62.3908947106386	15.8797584688737	14.9087398760338	18.1421254104656	58.0270054629372	36.8488887060727	0	18.6548022124595	19.6305529926778	30.2569748145597	41.2451923572659	23.9314602977074	44.1586399138907	23.4626123272565	9.11913696487764	30.2160447197462	0	10.8906362309686	0	28.0479732534527	38.7353998669162	5.2822016216359	17.4909265818357	39.234259355269	16.530906596245	44.8316844727748	9.72582888376662	24.5175491168234	49.2725725867115	0	32.2260117624943
hsa-miR-503-5p	49.5512310177493	89.9875945673204	54.458744907459	16.3208460726604	40.6315772365652	46.466415004563	66.8067753204638	47.2658293262414	67.4889734927132	55.9077745351269	12.0947502736437	64.8986245309166	53.9879067088972	56.8140314425083	32.6459038718042	39.2611059853556	30.2569748145597	58.4306891727933	23.9314602977074	27.5991499461817	89.1579268435748	41.0361163419494	60.4320894394924	22.8466986520448	5.44531811548431	82.5525240434226	61.705541157596	32.5100677454476	5.2822016216359	68.7143544286401	39.234259355269	70.2563530340413	61.3004665239982	38.9033155350665	29.9658933650064	55.8422489316064	23.9447833296418	42.9680156833257
hsa-miR-190a-3p	47.8995233171576	19.2830559787115	7.77982070106558	32.6416921453208	4.06315772365652	23.2332075022815	13.9180781917633	28.3594975957448	15.8797584688737	37.2718496900846	12.0947502736437	22.1418836634892	8.56950900141226	8.11629020607261	27.9822033186893	88.3374884670501	22.1108662106397	24.0596955417384	23.9314602977074	0	28.1551347927078	41.0361163419494	0	0	16.3359543464529	90.8077764477649	28.0479732534527	13.8340713810415	0	12.4935189870255	25.2220238712444	16.530906596245	23.788240740656	126.435775488966	8.17251637227447	41.0604771555929	17.9585874972314	0
hsa-miR-141-3p	46.247815616566	19.2830559787115	46.6789242063935	32.6416921453208	117.831573986039	21.374550902099	55.6723127670531	15.7552764420805	43.6693357894026	26.0902947830592	60.4737513682186	10.6891852168568	31.7071833052253	24.3488706182178	102.601412168527	107.968041459728	27.9295152134397	58.4306891727933	95.7258411908295	44.1586399138907	46.925224654513	22.7978424121941	75.5401117993655	114.233493260224	54.4531811548431	74.2972716390804	22.4383786027622	20.7511070715623	26.4110081081795	27.4857417714561	56.0489419360986	72.3227163585719	18.2986467235816	38.9033155350665	59.9317867300127	68.9816016213961	65.8481541565151	53.7100196041572
hsa-miR-205-5p	46.247815616566	228.182829081419	158.189687588333	65.2833842906416	227.536832524765	312.254308830663	186.502247769628	225.615558650592	138.947886602645	186.359248450423	241.895005472874	157.283725333751	481.606405879369	89.2791922667987	116.592513827872	49.0763824816945	294.423639541677	206.225961786329	694.012348633514	88.3172798277813	159.545763825344	155.02532840292	166.188245958604	159.926890564313	49.0078630393588	90.8077764477649	196.335812774169	147.332860208092	147.901645405805	211.140470880731	145.727249033856	194.238152505879	127.175594728892	102.12120327955	130.760261956391	159.314651363701	191.558266637135	741.198270537369
hsa-miR-206	46.247815616566	28.9245839680673	51.8654713404372	70.7236663148618	77.1999967494738	42.749101804198	150.315244471043	44.1147740378253	99.2484904304605	149.087398760338	102.805377325972	21.3783704337137	42.8475450070613	105.511772678944	93.2740110622977	68.7069354743723	39.5668132190396	72.1790866252152	119.657301488537	71.7577898600723	61.0027920508669	27.3574108946329	181.296268318477	137.080191912269	76.2344536167803	173.360300491188	56.0959465069054	50.4943605408015	58.1042178379949	52.472779745507	61.6538361297085	103.318166226531	52.1511431622074	82.6695455120163	27.2417212409149	95.2603070009756	113.737720815799	107.420039208314
hsa-miR-590-3p	46.247815616566	86.7737519042018	72.611659876612	70.7236663148618	52.8210504075347	54.8303697053843	116.911856810812	83.1878596141848	47.6392754066211	52.1805895661184	102.805377325972	61.0810583820391	70.2699738115805	24.3488706182178	74.6192088498382	49.0763824816945	65.1688688313593	65.3048878990043	0	99.356939806254	23.4626123272565	68.3935272365823	30.2160447197462	45.6933973040896	119.796998540655	66.0420192347381	33.6575679041432	58.7948033694264	79.2330243245385	58.7195392390198	64.4562832265134	74.3890796831025	127.175594728892	63.217887744483	57.2076146059213	85.4057924836333	35.9171749944628	16.1130058812471
hsa-miR-532-3p	46.247815616566	35.3522692943044	28.5260092372404	21.7611280968805	52.8210504075347	101.296784709947	36.1870032985845	67.4325831721043	31.7595169377474	40.999034659093	36.2842508209312	48.1013334758558	64.2713175105919	56.8140314425083	27.9822033186893	0	34.9118940167996	13.748397452422	35.897190446561	16.559489967709	56.3102695854156	13.6787054473165	0	22.8466986520448	38.1172268083901	16.5105048086845	16.8287839520716	58.1030998003744	79.2330243245385	51.2234278468045	61.6538361297085	41.3272664906125	60.3855341878191	29.1774866512999	43.5867539854638	55.8422489316064	23.9447833296418	59.0810215645729
hsa-miR-99b-5p	46.247815616566	147.836762503455	82.9847541446995	59.8431022664215	60.9473658548478	105.014097910312	44.5378502136425	44.7449850955085	71.4589131099316	96.9068091942199	42.331625957753	42.7567408674274	77.9825319128515	16.2325804121452	27.9822033186893	49.0763824816945	58.1864900279993	61.8677885358988	83.7601110419758	38.6388099246543	51.6177471199643	91.1913696487764	75.5401117993655	38.0778310867413	70.789135501296	107.318281256449	123.411082315192	99.6053139434989	68.6686210812667	48.7247240493994	28.0244709680493	119.849072822776	107.962015669131	131.298689930849	35.4142376131893	36.1332198969218	71.8343499889255	75.19402744582
hsa-miR-369-3p	42.9444002153827	51.4214826098974	41.4923770723497	48.9625382179812	40.6315772365652	71.558279107027	61.2395440437584	45.3751961531917	7.93987923443684	18.6359248450423	84.6632519155061	15.2702645955098	62.5574157103095	16.2325804121452	37.3096044249191	68.7069354743723	26.7657854128797	68.7419872621098	47.8629205954147	5.51982998923633	65.6953145163182	18.2382739297553	15.1080223598731	0	5.44531811548431	16.5105048086845	16.8287839520716	40.8105105740725	36.9754113514513	24.987037974051	22.4195767744394	12.3981799471838	67.7049928772518	24.3145722094165	16.3450327445489	0	47.8895666592837	10.7420039208314
hsa-miR-195-5p	42.9444002153827	138.195234514099	82.9847541446995	76.1639483390819	32.5052617892521	137.540588413506	36.1870032985845	47.8960403839246	99.2484904304605	197.540803357448	72.5685016418624	46.5743070163048	104.54800981723	16.2325804121452	23.3185027655744	39.2611059853556	167.577091280638	72.1790866252152	23.9314602977074	5.51982998923633	56.3102695854156	159.584896885359	45.3240670796193	30.462264869393	119.796998540655	132.084038469476	123.411082315192	113.43938532454	58.1042178379949	96.2000962000962	44.8391535488789	66.12362638498	105.217218660594	141.024518814616	35.4142376131893	50.9149916729352	89.7929374861569	128.904047049977
hsa-miR-877-5p	42.9444002153827	16.0692133155929	59.6452920415027	16.3208460726604	28.4421040655956	20.4452226020077	11.1344625534106	23.9480201919623	7.93987923443684	37.2718496900846	18.1421254104656	18.3243175146117	21.4237725035306	8.11629020607261	46.6370055311489	19.6305529926778	16.2922172078398	10.3112980893165	0	27.5991499461817	28.1551347927078	13.6787054473165	15.1080223598731	0	10.8906362309686	8.25525240434226	0	6.22533212146868	5.2822016216359	22.4883341766459	16.8146825808296	0	27.4479700853723	24.3145722094165	8.17251637227447	55.8422489316064	23.9447833296418	16.1130058812471
hsa-miR-98-5p	41.292692514791	57.8491679361345	33.7125563712842	38.0819741695409	40.6315772365652	38.1024603037417	125.26270372587	41.5939298070924	79.3987923443684	22.3631098140507	48.3790010945749	18.3243175146117	53.130955808756	32.4651608242904	9.32740110622977	29.4458294890167	24.4383258117597	54.9935898096878	0	11.0396599784727	61.0027920508669	50.155253306827	30.2160447197462	7.61556621734826	10.8906362309686	41.2762620217113	50.4863518562149	20.7511070715623	95.0796291894462	48.7247240493994	72.8636245169282	8.2654532981225	43.9167521365957	24.3145722094165	65.3801309781957	64.054344362725	29.9309791620523	32.2260117624943
hsa-miR-1180-3p	41.292692514791	6.42768532623717	0	5.44028202422014	12.1894731709696	6.50529810063882	8.35084691505797	3.78126634609931	7.93987923443684	22.3631098140507	12.0947502736437	6.10810583820391	6.8556072011298	8.11629020607261	9.32740110622977	9.8152764963389	5.81864900279993	0	11.9657301488537	5.51982998923633	9.38504493090261	9.11913696487764	0	0	5.44531811548431	0	0	6.91703569052076	0	2.4987037974051	5.60489419360986	4.13272664906125	10.9791880341489	9.72582888376662	16.3450327445489	4.92725725867115	5.98619583241046	10.7420039208314
hsa-miR-22-5p	41.292692514791	147.836762503455	85.5780277117213	43.5222561937611	109.705258538726	156.127154415332	128.046319364222	140.537065863358	107.188369664897	22.3631098140507	139.089628146903	66.4256509904675	194.527854332058	162.325804121452	102.601412168527	29.4458294890167	74.4787072358392	92.8016828038482	59.8286507442684	44.1586399138907	56.3102695854156	109.429643578532	105.756156519112	129.46462569492	76.2344536167803	107.318281256449	106.58229836312	114.822792462645	58.1042178379949	101.197503794906	103.690542581782	119.849072822776	117.111339030922	29.1774866512999	103.518540715477	93.6178879147519	107.751524983388	64.4520235249886
hsa-miR-483-5p	41.292692514791	38.566111957423	20.7461885361749	27.2014101211007	36.5684195129087	75.2755923073921	25.0525407451739	13.2344322113476	27.789577320529	26.0902947830592	6.04737513682186	19.8513439741627	50.5601031083323	32.4651608242904	41.973304978034	9.8152764963389	31.4207046151196	30.9338942679494	59.8286507442684	55.1982998923633	46.925224654513	41.0361163419494	45.3240670796193	45.6933973040896	5.44531811548431	8.25525240434226	33.6575679041432	38.7353998669162	47.5398145947231	69.9637063273427	53.2464948392937	28.9290865434288	30.1927670939096	14.5887433256499	40.8625818613723	54.1998298453827	47.8895666592837	75.19402744582
hsa-miR-598-3p	41.292692514791	16.0692133155929	49.2721977734153	5.44028202422014	12.1894731709696	13.9399245013689	38.9706189369372	15.1250653843972	0	18.6359248450423	30.2368756841093	25.9594498123666	19.7098707032482	8.11629020607261	18.6548022124595	0	26.7657854128797	24.0596955417384	0	11.0396599784727	18.7700898618052	4.55956848243882	45.3240670796193	0	10.8906362309686	8.25525240434226	33.6575679041432	13.1423678119894	31.6932097298154	11.2441670883229	0	24.7963598943675	25.6181054130142	19.4516577675332	2.72417212409149	41.0604771555929	5.98619583241046	80.5650294062357
hsa-miR-6511b-3p	39.6409848141994	6.42768532623717	20.7461885361749	0	20.3157886182826	5.57596980054756	8.35084691505797	9.45316586524827	0	3.72718496900846	12.0947502736437	6.8716190679794	11.1403617018359	32.4651608242904	4.66370055311489	0	6.98237880335992	17.1854968155274	0	0	4.6925224654513	4.55956848243882	0	7.61556621734826	21.7812724619372	0	0	4.15022141431245	10.5644032432718	9.99481518962038	16.8146825808296	8.2654532981225	3.65972934471631	19.4516577675332	2.72417212409149	16.4241908622372	0	5.37100196041572
hsa-miR-320b	39.5033425058168	29.4602244119204	20.3139762750046	19.0409870847705	22.6859639570822	45.3047546294489	31.5476439013301	38.3378393423958	20.8421829903967	12.7345486441122	11.5908023455752	26.0230759148479	34.4922737306843	17.5852954464907	38.8641712759574	4.90763824816945	15.8073297909398	61.0085136951224	99.714417907114	15.6395183028363	10.5581755472654	30.0171591760556	11.3310167699048	3.80778310867413	21.7812724619372	31.6451342166453	45.3442234264152	26.2270936598912	22.8895403604222	21.1348696197181	15.6469962904942	19.9748454704627	40.2570227918794	3.64718583141248	34.5061802384922	9.99138277452761	25.4413322877445	9.84683692742881
hsa-miR-4732-5p	37.9892771136078	9.64152798935575	2.59327356702186	0	4.06315772365652	15.7985811015514	22.2689251068212	15.1250653843972	23.8196377033105	18.6359248450423	0	31.304042420795	38.5627905063551	8.11629020607261	13.9911016593447	0	16.2922172078398	13.748397452422	71.7943808931221	16.559489967709	9.38504493090261	22.7978424121941	15.1080223598731	30.462264869393	5.44531811548431	8.25525240434226	0	11.0672571048332	5.2822016216359	22.4883341766459	33.6293651616592	4.13272664906125	14.6389173788652	9.72582888376662	40.8625818613723	0	0	5.37100196041572
hsa-miR-21-3p	37.9892771136078	41.7799546205416	15.5596414021312	16.3208460726604	12.1894731709696	40.8904452040154	66.8067753204638	43.4845629801421	19.8496980860921	26.0902947830592	30.2368756841093	22.9053968932647	24.8515761040955	16.2325804121452	32.6459038718042	9.8152764963389	13.9647576067198	13.748397452422	11.9657301488537	16.559489967709	46.925224654513	18.2382739297553	30.2160447197462	68.5400959561343	38.1172268083901	24.7657572130268	5.60959465069054	44.2690284193328	52.822016216359	16.2415746831331	42.036706452074	33.06181319249	28.3629024215514	9.72582888376662	21.7933769927319	13.1393526897897	35.9171749944628	48.3390176437414
hsa-miR-132-3p	37.9892771136078	44.9937972836602	51.8654713404372	76.1639483390819	121.894731709696	228.61476182245	80.724853512227	123.521367305911	23.8196377033105	74.5436993801691	24.1895005472875	56.4999790033862	72.8408265120042	113.628062885017	97.9377116154126	0	53.5315708257594	54.9935898096878	47.8629205954147	44.1586399138907	70.3878369817696	77.51266420146	75.5401117993655	30.462264869393	87.1250898477489	115.573533660792	89.7535144110487	50.4943605408015	84.5152259461744	77.459817719558	61.6538361297085	49.592719788735	67.7049928772518	38.9033155350665	81.7251637227447	64.054344362725	47.8895666592837	171.872062733303
hsa-miR-323b-3p	36.3375694130161	28.9245839680673	33.7125563712842	65.2833842906416	4.06315772365652	44.6077584043805	16.7016938301159	20.166753845863	0	48.4534045971099	18.1421254104656	9.16215875730587	65.1282684107331	0	9.32740110622977	0	18.6196768089598	41.2451923572659	11.9657301488537	5.51982998923633	14.0775673963539	4.55956848243882	45.3240670796193	83.7712283908309	5.44531811548431	57.7867668303958	0	18.675996364406	10.5644032432718	31.2337974675637	30.8269180648542	0	36.5972934471631	97.2582888376662	57.2076146059213	24.6362862933558	5.98619583241046	5.37100196041572
hsa-miR-501-3p	34.6858617124245	22.4968986418301	12.9663678351093	0	36.5684195129087	29.7385056029203	12.526270372587	13.8646432690308	13.8947886602645	29.8174797520677	48.3790010945749	16.7972910550608	29.9932815049429	0	4.66370055311489	0	29.0932450139997	17.1854968155274	35.897190446561	11.0396599784727	4.6925224654513	9.11913696487764	0	45.6933973040896	21.7812724619372	0	5.60959465069054	27.668142762083	26.4110081081795	33.7325012649688	19.6171296776345	12.3981799471838	25.1606392449246	0	19.0692048686404	14.7817717760135	29.9309791620523	32.2260117624943
hsa-miR-576-3p	34.6858617124245	0	2.59327356702186	0	0	14.8692528014602	2.78361563835266	0.630211057683218	7.93987923443684	7.45436993801691	0	2.29053968932647	6.8556072011298	0	0	9.8152764963389	5.81864900279993	0	11.9657301488537	5.51982998923633	4.6925224654513	4.55956848243882	15.1080223598731	7.61556621734826	0	0	11.2191893013811	6.22533212146868	5.2822016216359	1.24935189870255	0	0	1.82986467235816	9.72582888376662	10.896688496366	16.4241908622372	0	0
