	sample_SM11_norm1_sequence_fastq	sample_SM12_norm2_sequence_fastq	sample_SM13_norm3_sequence_fastq	sample_SM1_crc1_sequence_fastq	sample_SM2_crc2_sequence_fastq	sample_SM3_crc3_sequence_fastq	sample_SM6_uc1_sequence_fastq	sample_SM7_uc2_sequence_fastq	sample_SM8_uc3_sequence_fastq
hsa-miR-320d	16.464962559673	11.3193593745677	14.5499742292829	11.1332539161221	18.2767624020888	20.32511628106	1.3683110116197	13.2804946718655	20.1061605275857
hsa-miR-342-3p	15.966024300289	25.1541319434837	27.1270705969682	11.1332539161221	31.331592689295	21.394859243221	10.9464880929576	15.9365936062386	20.7547463510562
hsa-miR-326	15.966024300289	15.0924791660902	12.3304866349855	0	5.22193211488251	29.9528029405095	0	15.9365936062386	12.9717164694101
hsa-miR-4286	15.966024300289	10.0616527773935	4.93219465399421	0	10.443864229765	12.8369155459326	5.47324404647879	10.6243957374924	5.18868658776404
hsa-miR-654-5p	15.966024300289	12.5770659717418	17.2626812889797	0	31.331592689295	8.55794369728842	0	26.5609893437311	25.9434329388202
hsa-miR-6509-5p	15.966024300289	7.54623958304511	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-450b-5p	15.966024300289	7.54623958304511	17.2626812889797	33.3997617483662	26.1096605744125	8.55794369728842	0	5.31219786874621	2.59434329388202
hsa-miR-485-5p	15.966024300289	5.03082638869674	7.39829198099132	11.1332539161221	0	0	0	0	7.78302988164606
hsa-miR-6721-5p	15.966024300289	0	0	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-23b-3p	14.9681477815209	3.77311979152255	23.4279246064725	27.8331347903052	2.61096605744125	10.6974296216105	8.20986606971818	0	12.9717164694101
hsa-miR-642a-3p	14.9681477815209	2.51541319434837	4.93219465399421	0	5.22193211488251	8.55794369728842	0	0	0
hsa-miR-199a-5p	13.9702712627529	25.1541319434837	9.86438930798843	0	36.5535248041775	4.27897184864421	16.4197321394364	37.1853850812235	12.9717164694101
hsa-miR-324-3p	13.9702712627529	2.51541319434837	9.86438930798843	0	15.6657963446475	4.27897184864421	10.9464880929576	0	2.59434329388202
hsa-miR-342-5p	13.9702712627529	7.54623958304511	29.5931679239653	0	15.6657963446475	8.55794369728842	0	26.5609893437311	18.1604030571741
hsa-miR-654-3p	13.9702712627529	2.51541319434837	9.86438930798843	0	10.443864229765	17.1158873945768	0	0	5.18868658776404
hsa-miR-133a-3p	13.9702712627529	0	0	0	5.22193211488251	0	0	0	7.78302988164606
hsa-miR-664b-5p	13.9702712627529	10.0616527773935	7.39829198099132	22.2665078322441	20.88772845953	4.27897184864421	0	5.31219786874621	7.78302988164606
hsa-miR-378g	12.9723947439848	20.123305554787	6.16524331749277	16.6998808741831	26.1096605744125	0	2.73662202323939	5.31219786874621	6.48585823470505
hsa-miR-224-5p	11.9745182252167	7.54623958304511	4.93219465399421	0	0	8.55794369728842	0	0	10.3773731755281
hsa-miR-374b-5p	11.9745182252167	10.0616527773935	27.1270705969682	0	15.6657963446475	0	5.47324404647879	5.31219786874621	10.3773731755281
hsa-miR-148a-5p	11.9745182252167	0	9.86438930798843	0	20.88772845953	21.394859243221	0	10.6243957374924	7.78302988164606
hsa-miR-1827	11.9745182252167	2.51541319434837	2.46609732699711	11.1332539161221	0	0	0	0	2.59434329388202
hsa-miR-1255b-5p	11.9745182252167	12.5770659717418	7.39829198099132	22.2665078322441	0	0	0	0	33.7264628204663
hsa-miR-337-3p	11.9745182252167	0	7.39829198099132	0	10.443864229765	0	0	5.31219786874621	2.59434329388202
hsa-miR-1301-3p	11.9745182252167	0	0	0	0	8.55794369728842	5.47324404647879	0	0
hsa-miR-6734-5p	11.9745182252167	0	0	11.1332539161221	0	8.55794369728842	0	5.31219786874621	0
hsa-miR-3190-3p	11.9745182252167	2.51541319434837	4.93219465399421	11.1332539161221	0	0	0	0	0
hsa-miR-889-3p	11.9745182252167	0	0	0	5.22193211488251	8.55794369728842	5.47324404647879	0	15.5660597632921
hsa-miR-16-2-3p	11.9745182252167	5.03082638869674	9.86438930798843	11.1332539161221	26.1096605744125	21.394859243221	5.47324404647879	0	103.773731755281
hsa-miR-1976	11.9745182252167	0	0	0	10.443864229765	0	0	0	0
hsa-miR-1273h-3p	11.9745182252167	2.51541319434837	4.93219465399421	0	10.443864229765	8.55794369728842	0	5.31219786874621	0
hsa-miR-181a-3p	11.9745182252167	7.54623958304511	12.3304866349855	0	5.22193211488251	4.27897184864421	0	0	2.59434329388202
hsa-miR-7-1-3p	11.9745182252167	0	2.46609732699711	22.2665078322441	0	4.27897184864421	0	0	7.78302988164606
hsa-miR-339-5p	11.9745182252167	0	2.46609732699711	0	0	0	0	0	2.59434329388202
hsa-miR-6862-5p	11.9745182252167	0	0	0	0	0	0	0	0
hsa-miR-378c	9.97876518768062	15.0924791660902	24.6609732699711	0	10.443864229765	12.8369155459326	5.47324404647879	5.31219786874621	2.59434329388202
hsa-miR-6810-5p	9.97876518768062	0	0	0	0	0	0	0	0
hsa-miR-1294	9.97876518768062	2.51541319434837	2.46609732699711	0	0	4.27897184864421	0	0	36.3208061143483
hsa-miR-125b-5p	9.97876518768062	7.54623958304511	12.3304866349855	0	5.22193211488251	17.1158873945768	38.3127083253515	0	7.78302988164606
hsa-miR-3691-5p	9.97876518768062	5.03082638869674	12.3304866349855	0	5.22193211488251	4.27897184864421	0	5.31219786874621	10.3773731755281
hsa-miR-1255a	9.97876518768062	5.03082638869674	0	0	0	4.27897184864421	0	0	0
hsa-miR-760	9.97876518768062	15.0924791660902	2.46609732699711	0	0	4.27897184864421	5.47324404647879	15.9365936062386	0
hsa-miR-574-3p	9.97876518768062	12.5770659717418	7.39829198099132	0	0	4.27897184864421	0	5.31219786874621	0
hsa-miR-181d-5p	9.97876518768062	2.51541319434837	29.5931679239653	11.1332539161221	20.88772845953	10.6974296216105	5.47324404647879	2.65609893437311	2.59434329388202
hsa-miR-33a-5p	9.97876518768062	17.6078923604386	9.86438930798843	0	15.6657963446475	0	0	10.6243957374924	2.59434329388202
hsa-miR-6826-5p	7.98301215014449	0	0	0	0	0	0	0	0
hsa-miR-17-3p	7.98301215014449	10.0616527773935	2.46609732699711	55.6662695806103	15.6657963446475	21.394859243221	0	5.31219786874621	10.3773731755281
hsa-miR-299-5p	7.98301215014449	0	0	0	0	0	0	0	0
hsa-miR-301a-3p	7.98301215014449	2.51541319434837	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-miR-92b-5p	7.98301215014449	0	0	11.1332539161221	0	4.27897184864421	0	5.31219786874621	12.9717164694101
hsa-miR-625-5p	7.98301215014449	0	0	0	0	12.8369155459326	0	5.31219786874621	2.59434329388202
hsa-miR-338-3p	7.98301215014449	0	2.46609732699711	0	15.6657963446475	4.27897184864421	16.4197321394364	10.6243957374924	0
hsa-miR-148b-5p	7.98301215014449	27.6695451378321	14.7965839619826	0	31.331592689295	12.8369155459326	21.8929761859152	0	5.18868658776404
hsa-miR-421	7.98301215014449	7.54623958304511	9.86438930798843	0	10.443864229765	8.55794369728842	0	5.31219786874621	15.5660597632921
hsa-miR-338-5p	7.98301215014449	5.03082638869674	7.39829198099132	0	10.443864229765	8.55794369728842	10.9464880929576	5.31219786874621	10.3773731755281
hsa-miR-5010-5p	7.98301215014449	0	0	11.1332539161221	5.22193211488251	0	5.47324404647879	0	2.59434329388202
hsa-miR-150-3p	7.98301215014449	0	12.3304866349855	0	10.443864229765	4.27897184864421	0	0	5.18868658776404
hsa-miR-3146	7.98301215014449	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-4435	7.98301215014449	0	2.46609732699711	0	0	0	0	10.6243957374924	2.59434329388202
hsa-miR-452-5p	7.98301215014449	2.51541319434837	12.3304866349855	0	5.22193211488251	4.27897184864421	38.3127083253515	5.31219786874621	7.78302988164606
hsa-miR-378d	7.65038664388847	7.9654751154365	1.64406488466474	3.71108463870735	31.331592689295	8.55794369728842	4.56103670539899	5.31219786874621	10.8097637245084
hsa-miR-500a-3p	6.98513563137643	2.51541319434837	7.39829198099132	0	10.443864229765	21.394859243221	0	5.31219786874621	6.48585823470505
hsa-miR-501-3p	5.98725911260837	5.03082638869674	9.86438930798843	22.2665078322441	10.443864229765	17.1158873945768	5.47324404647879	5.31219786874621	33.7264628204663
hsa-miR-3120-3p	5.98725911260837	2.51541319434837	0	0	0	0	0	10.6243957374924	0
hsa-miR-505-3p	5.98725911260837	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-145-3p	5.98725911260837	0	0	0	0	0	10.9464880929576	0	5.18868658776404
hsa-miR-1226-3p	5.98725911260837	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-548e-3p	5.98725911260837	10.0616527773935	7.39829198099132	22.2665078322441	0	0	0	0	5.18868658776404
hsa-miR-493-3p	5.98725911260837	0	4.93219465399421	0	15.6657963446475	4.27897184864421	0	0	23.3490896449382
hsa-miR-766-3p	5.98725911260837	2.51541319434837	2.46609732699711	11.1332539161221	10.443864229765	8.55794369728842	0	5.31219786874621	2.59434329388202
hsa-miR-659-5p	5.98725911260837	2.51541319434837	0	0	0	4.27897184864421	0	0	0
hsa-miR-1299	5.98725911260837	0	76.4490171369103	0	0	21.394859243221	5.47324404647879	5.31219786874621	10.3773731755281
hsa-miR-4784	5.98725911260837	0	0	0	0	0	0	0	0
hsa-miR-6873-5p	5.98725911260837	0	0	0	0	0	0	0	0
hsa-miR-370-3p	5.98725911260837	10.0616527773935	14.7965839619826	11.1332539161221	31.331592689295	4.27897184864421	0	5.31219786874621	7.78302988164606
hsa-miR-96-5p	5.98725911260837	10.0616527773935	4.93219465399421	0	10.443864229765	0	10.9464880929576	0	23.3490896449382
hsa-miR-32-5p	5.98725911260837	7.54623958304511	34.5253625779595	33.3997617483662	15.6657963446475	17.1158873945768	21.8929761859152	0	15.5660597632921
hsa-miR-7706	5.98725911260837	0	2.46609732699711	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-3191-3p	5.98725911260837	5.03082638869674	0	0	0	0	0	0	0
hsa-miR-19a-3p	5.98725911260837	10.0616527773935	24.6609732699711	0	10.443864229765	17.1158873945768	5.47324404647879	5.31219786874621	44.1038359959943
hsa-miR-2276-3p	5.98725911260837	0	0	0	0	0	0	0	0
hsa-miR-345-5p	5.98725911260837	17.6078923604386	12.3304866349855	11.1332539161221	0	4.27897184864421	5.47324404647879	15.9365936062386	5.18868658776404
hsa-miR-487b-3p	5.98725911260837	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-4773	5.98725911260837	0	0	33.3997617483662	0	0	0	0	0
hsa-miR-627-5p	5.98725911260837	7.54623958304511	22.194875942974	0	10.443864229765	34.2317747891537	0	5.31219786874621	7.78302988164606
hsa-miR-1908-5p	5.98725911260837	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-151b	5.98725911260837	15.0924791660902	6.16524331749277	0	10.443864229765	27.8133170161874	0	7.96829680311932	44.1038359959943
hsa-miR-125b-2-3p	5.98725911260837	0	4.93219465399421	0	0	0	5.47324404647879	31.8731872124773	2.59434329388202
hsa-miR-30c-2-3p	5.98725911260837	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-6892-5p	5.98725911260837	2.51541319434837	0	0	10.443864229765	4.27897184864421	0	0	0
hsa-miR-93-3p	5.98725911260837	5.03082638869674	2.46609732699711	0	0	8.55794369728842	5.47324404647879	0	5.18868658776404
hsa-miR-532-3p	5.98725911260837	2.51541319434837	2.46609732699711	0	5.22193211488251	8.55794369728842	0	0	0
hsa-miR-382-3p	5.98725911260837	0	0	0	0	0	0	0	0
hsa-miR-5588-5p	5.98725911260837	0	0	0	0	0	0	0	0
hsa-miR-6859-5p	5.98725911260837	0	0	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-27a-5p	3.99150607507225	7.54623958304511	7.39829198099132	0	0	4.27897184864421	0	0	5.18868658776404
hsa-miR-1290	3.99150607507225	0	0	0	5.22193211488251	0	10.9464880929576	0	0
hsa-miR-125a-3p	3.99150607507225	27.6695451378321	2.46609732699711	0	5.22193211488251	0	5.47324404647879	0	2.59434329388202
hsa-miR-181c-3p	3.99150607507225	0	2.46609732699711	0	0	8.55794369728842	5.47324404647879	15.9365936062386	0
hsa-miR-151a-5p	3.99150607507225	2.51541319434837	0	0	0	8.55794369728842	0	0	1.29717164694101
hsa-miR-3690	3.99150607507225	0	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-miR-2355-3p	3.99150607507225	7.54623958304511	7.39829198099132	0	10.443864229765	4.27897184864421	5.47324404647879	0	0
hsa-miR-941	3.99150607507225	7.54623958304511	7.39829198099132	0	10.443864229765	4.27897184864421	5.47324404647879	5.31219786874621	0
hsa-miR-4804-5p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-200b-3p	3.99150607507225	0	0	0	0	0	0	0	7.78302988164606
hsa-miR-6511b-5p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-135a-3p	3.99150607507225	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-4504	3.99150607507225	0	2.46609732699711	0	5.22193211488251	0	0	0	5.18868658776404
hsa-miR-26a-2-3p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-6850-5p	3.99150607507225	0	0	0	5.22193211488251	0	0	0	5.18868658776404
hsa-miR-331-3p	3.99150607507225	0	0	0	10.443864229765	0	0	5.31219786874621	2.59434329388202
hsa-miR-199b-5p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-424-3p	3.99150607507225	0	0	0	0	0	0	0	7.78302988164606
hsa-miR-6505-5p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-4533	3.99150607507225	7.54623958304511	0	0	0	4.27897184864421	0	0	0
hsa-miR-411-3p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-200a-3p	3.99150607507225	0	4.93219465399421	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-378f	3.99150607507225	12.5770659717418	4.93219465399421	11.1332539161221	41.7754569190601	0	5.47324404647879	0	7.78302988164606
hsa-miR-543	3.99150607507225	0	7.39829198099132	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-34c-5p	3.99150607507225	5.03082638869674	29.5931679239653	0	5.22193211488251	12.8369155459326	16.4197321394364	10.6243957374924	2.59434329388202
hsa-miR-190a-5p	3.99150607507225	5.03082638869674	4.93219465399421	0	0	0	0	0	0
hsa-miR-629-3p	3.99150607507225	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-4665-5p	3.99150607507225	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-377-5p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	3.99150607507225	0	7.39829198099132	0	0	0	0	0	0
hsa-miR-214-3p	3.99150607507225	0	0	0	0	0	0	0	0
hsa-miR-132-3p	3.99150607507225	0	0	0	5.22193211488251	0	0	0	2.59434329388202
hsa-miR-181c-5p	3.99150607507225	0	7.39829198099132	0	5.22193211488251	12.8369155459326	0	10.6243957374924	2.59434329388202
hsa-miR-550a-3-5p|hsa-miR-550a-5p	2.99362955630418	5.03082638869674	0	0	0	0	0	0	2.59434329388202
hsa-miR-7110-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	1.99575303753612	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-7110-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-185-3p	1.99575303753612	0	2.46609732699711	0	0	12.8369155459326	0	0	2.59434329388202
hsa-miR-542-5p	1.99575303753612	0	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-miR-450a-5p	1.99575303753612	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-589-5p	1.99575303753612	7.54623958304511	7.39829198099132	0	10.443864229765	8.55794369728842	5.47324404647879	0	10.3773731755281
hsa-miR-485-3p	1.99575303753612	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6755-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	1.99575303753612	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-202-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-660-5p	1.99575303753612	2.51541319434837	9.86438930798843	22.2665078322441	5.22193211488251	4.27897184864421	0	0	18.1604030571741
hsa-miR-5698	1.99575303753612	2.51541319434837	0	0	0	17.1158873945768	0	5.31219786874621	31.1321195265842
hsa-miR-885-3p	1.99575303753612	0	0	0	0	0	0	10.6243957374924	5.18868658776404
hsa-miR-2392	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-6779-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-4637	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-487a-5p	1.99575303753612	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-127-5p	1.99575303753612	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-3129-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-6738-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-616-3p	1.99575303753612	7.54623958304511	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-3188	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-7849-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-3138	1.99575303753612	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-6133	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-195-5p	1.99575303753612	0	7.39829198099132	0	5.22193211488251	4.27897184864421	0	0	0
hsa-miR-3682-3p	1.99575303753612	10.0616527773935	4.93219465399421	0	0	0	0	0	2.59434329388202
hsa-miR-1275	1.99575303753612	2.51541319434837	0	0	5.22193211488251	0	0	0	0
hsa-miR-651-5p	1.99575303753612	5.03082638869674	0	0	0	4.27897184864421	5.47324404647879	0	2.59434329388202
hsa-miR-6799-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-589-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-509-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-548ap-5p|hsa-miR-548j-5p	1.99575303753612	2.51541319434837	0	0	5.22193211488251	0	0	0	0
hsa-miR-331-5p	1.99575303753612	0	2.46609732699711	0	5.22193211488251	0	0	10.6243957374924	0
hsa-miR-21-3p	1.99575303753612	2.51541319434837	2.46609732699711	22.2665078322441	5.22193211488251	0	0	5.31219786874621	2.59434329388202
hsa-miR-2277-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	1.99575303753612	0	4.93219465399421	0	5.22193211488251	0	0	0	2.59434329388202
hsa-miR-3127-5p	1.99575303753612	15.0924791660902	2.46609732699711	0	0	25.6738310918652	0	0	10.3773731755281
hsa-miR-4498	1.99575303753612	2.51541319434837	0	0	0	0	10.9464880929576	15.9365936062386	2.59434329388202
hsa-miR-6852-5p	1.99575303753612	0	0	0	10.443864229765	4.27897184864421	0	0	0
hsa-miR-548an	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	1.99575303753612	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6858-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-6894-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-582-3p	1.99575303753612	0	0	0	5.22193211488251	0	5.47324404647879	0	2.59434329388202
hsa-miR-505-5p	1.99575303753612	0	4.93219465399421	11.1332539161221	10.443864229765	0	0	0	0
hsa-miR-6501-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-30c-1-3p	1.99575303753612	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-143-5p	1.99575303753612	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4510	1.99575303753612	0	0	0	0	0	0	0	5.18868658776404
hsa-miR-6885-5p	1.99575303753612	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-3911	1.99575303753612	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-4762-5p	1.99575303753612	0	0	0	0	4.27897184864421	0	5.31219786874621	0
hsa-miR-27b-5p	1.99575303753612	7.54623958304511	2.46609732699711	0	5.22193211488251	8.55794369728842	0	15.9365936062386	0
hsa-miR-25-5p	1.99575303753612	0	0	22.2665078322441	5.22193211488251	0	0	0	5.18868658776404
hsa-miR-6513-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-145-5p	1.99575303753612	0	12.3304866349855	0	0	4.27897184864421	5.47324404647879	5.31219786874621	0
hsa-miR-320e	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-4638-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-548j-5p	1.99575303753612	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-548n	1.99575303753612	2.51541319434837	0	0	0	0	0	0	5.18868658776404
hsa-miR-3074-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-1179	1.99575303753612	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-4436b-3p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	1.99575303753612	10.0616527773935	9.86438930798843	0	20.88772845953	4.27897184864421	5.47324404647879	0	20.7547463510562
hsa-miR-410-3p	1.99575303753612	2.51541319434837	2.46609732699711	0	0	8.55794369728842	0	0	0
hsa-miR-130b-5p	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-7976	1.99575303753612	0	0	0	0	0	0	0	0
hsa-miR-15b-3p	1.99575303753612	2.51541319434837	9.86438930798843	55.6662695806103	15.6657963446475	12.8369155459326	5.47324404647879	0	23.3490896449382
hsa-miR-1228-5p	1.99575303753612	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-200b-5p	1.99575303753612	0	2.46609732699711	0	5.22193211488251	4.27897184864421	0	0	0
hsa-miR-877-5p	1.99575303753612	2.51541319434837	0	11.1332539161221	20.88772845953	4.27897184864421	0	0	5.18868658776404
hsa-miR-6842-3p	1.99575303753612	5.03082638869674	0	0	10.443864229765	4.27897184864421	0	0	0
hsa-miR-1262	1.99575303753612	0	0	0	10.443864229765	0	0	0	0
hsa-miR-181a-2-3p	1.99575303753612	0	7.39829198099132	0	0	4.27897184864421	5.47324404647879	5.31219786874621	2.59434329388202
hsa-miR-4644	1.99575303753612	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-642b-3p	0.997876518768062	0	0	0	0	0	0	0	0
hsa-miR-550a-3-5p	0.997876518768062	0	2.46609732699711	0	0	0	0	0	0
hsa-let-7c	0.997876518768062	1.25770659717418	0	0	2.61096605744125	0	7.29765872863838	2.65609893437311	0.864781097960673
hsa-miR-502-3p	0.997876518768062	0	2.46609732699711	0	5.22193211488251	0	0	0	1.29717164694101
hsa-mir-320c-1	0.997876518768062	0	0	0	0	0	0	0	0
hsa-let-7a-1	0.665251012512041	0	0	0	0	0	0	0	0.864781097960673
hsa-let-7a-3	0.665251012512041	0	0	0	0	0	0	0	1.72956219592135
hsa-miR-22-5p	0	12.5770659717418	7.39829198099132	0	10.443864229765	4.27897184864421	5.47324404647879	0	12.9717164694101
hsa-miR-7854-3p	0	10.0616527773935	2.46609732699711	0	0	0	0	0	2.59434329388202
hsa-let-7a-3p	0	10.0616527773935	12.3304866349855	0	10.443864229765	4.27897184864421	5.47324404647879	0	2.59434329388202
hsa-miR-95-3p	0	10.0616527773935	7.39829198099132	0	5.22193211488251	0	5.47324404647879	5.31219786874621	5.18868658776404
hsa-miR-101-5p	0	7.54623958304511	0	0	5.22193211488251	8.55794369728842	0	0	7.78302988164606
hsa-miR-3158-3p	0	7.54623958304511	0	22.2665078322441	5.22193211488251	4.27897184864421	0	5.31219786874621	25.9434329388202
hsa-miR-378e	0	7.54623958304511	2.46609732699711	0	0	8.55794369728842	5.47324404647879	0	5.18868658776404
hsa-let-7i-3p	0	7.54623958304511	0	0	0	0	0	0	2.59434329388202
hsa-miR-335-3p	0	7.54623958304511	7.39829198099132	0	15.6657963446475	0	0	0	2.59434329388202
hsa-let-7f-1-3p	0	5.03082638869674	0	0	0	0	5.47324404647879	0	0
hsa-miR-3613-3p	0	5.03082638869674	2.46609732699711	0	0	0	0	0	0
hsa-miR-365b-5p	0	5.03082638869674	0	0	0	4.27897184864421	0	0	0
hsa-miR-1229-3p	0	5.03082638869674	0	0	0	0	0	0	0
hsa-miR-4743-5p	0	5.03082638869674	0	0	0	0	0	5.31219786874621	0
hsa-miR-4659a-3p	0	5.03082638869674	0	22.2665078322441	0	4.27897184864421	0	0	7.78302988164606
hsa-miR-940	0	5.03082638869674	0	0	0	0	0	0	0
hsa-miR-3934-5p	0	5.03082638869674	2.46609732699711	0	5.22193211488251	0	0	0	2.59434329388202
hsa-miR-3130-5p	0	5.03082638869674	0	0	0	0	0	0	0
hsa-miR-196a-5p	0	5.03082638869674	0	0	0	0	0	0	7.78302988164606
hsa-miR-3675-5p	0	5.03082638869674	0	0	0	0	0	0	2.59434329388202
hsa-miR-4753-5p	0	5.03082638869674	0	0	0	0	0	0	0
hsa-miR-1273h-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-3679-5p	0	2.51541319434837	0	0	10.443864229765	0	0	0	0
hsa-miR-4785	0	2.51541319434837	0	0	5.22193211488251	0	0	0	0
hsa-miR-6511a-3p	0	2.51541319434837	2.46609732699711	0	0	0	0	5.31219786874621	0
hsa-miR-4779	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-497-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-548j-3p	0	2.51541319434837	0	0	0	0	5.47324404647879	5.31219786874621	0
hsa-miR-548aw	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-942-5p	0	2.51541319434837	0	11.1332539161221	0	8.55794369728842	0	5.31219786874621	7.78302988164606
hsa-miR-579-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-3913-5p	0	2.51541319434837	0	0	0	0	0	0	2.59434329388202
hsa-miR-6740-5p	0	2.51541319434837	0	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-376a-3p	0	2.51541319434837	2.46609732699711	0	5.22193211488251	0	0	0	7.78302988164606
hsa-miR-203a-3p	0	2.51541319434837	19.7287786159769	0	15.6657963446475	0	16.4197321394364	5.31219786874621	18.1604030571741
hsa-miR-6825-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-4437	0	2.51541319434837	0	0	0	0	5.47324404647879	0	0
hsa-miR-99b-3p	0	2.51541319434837	7.39829198099132	0	0	0	0	0	0
hsa-miR-548a-3p	0	2.51541319434837	2.46609732699711	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-766-5p	0	2.51541319434837	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-miR-6780a-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-6787-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-5582-3p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-3617-5p	0	2.51541319434837	0	0	0	0	0	0	2.59434329388202
hsa-miR-1238-3p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-3154	0	2.51541319434837	2.46609732699711	0	0	0	0	0	5.18868658776404
hsa-miR-6761-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-6503-3p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-3176	0	2.51541319434837	2.46609732699711	0	0	0	0	0	5.18868658776404
hsa-miR-4738-3p	0	2.51541319434837	0	0	5.22193211488251	0	0	0	0
hsa-miR-4741	0	2.51541319434837	0	0	0	0	0	0	5.18868658776404
hsa-miR-4444	0	2.51541319434837	0	11.1332539161221	5.22193211488251	0	0	0	0
