	sample_NEB_Lib_41_fastq	sample_NEB_Lib_42_fastq	sample_NEB_Lib_43_fastq	sample_NEB_Lib_44_fastq	sample_NEB_Lib_45_fastq	sample_NEB_Lib_46_fastq	sample_NEB_Lib_47_fastq	sample_NEB_Lib_48_fastq	sample_NEB_Lib_49_fastq	sample_NEB_Lib_50_fastq	sample_NEB_Lib_51_fastq	sample_NEB_Lib_52_fastq	sample_NEB_Lib_53_fastq	sample_NEB_Lib_54_fastq	sample_NEB_Lib_55_fastq	sample_NEB_Lib_56_fastq	sample_NEB_Lib_57_fastq	sample_NEB_Lib_58_fastq	sample_NEB_Lib_59_fastq	sample_NEB_Lib_60_fastq	sample_NEB_Lib_61_fastq	sample_NEB_Lib_62_fastq	sample_NEB_Lib_63_fastq	sample_NEB_Lib_64_fastq	sample_NEB_Lib_65_fastq	sample_NEB_Lib_66_fastq	sample_NEB_Lib_67_fastq	sample_NEB_Lib_68_fastq	sample_NEB_Lib_69_fastq	sample_NEB_Lib_70_fastq	sample_NEB_Lib_71_fastq	sample_NEB_Lib_72_fastq	sample_NEB_Lib_73_fastq	sample_NEB_Lib_74_fastq	sample_NEB_Lib_75_fastq	sample_NEB_Lib_76_fastq	sample_NEB_Lib_77_fastq	sample_NEB_Lib_78_fastq	sample_NEB_Lib_79_fastq	sample_NEB_Lib_80_fastq	sample_NEB_Lib_81_fastq	sample_NEB_Lib_82_fastq	sample_NEB_Lib_83_fastq	sample_NEB_Lib_84_fastq	sample_NEB_Lib_85_fastq	sample_NEB_Lib_86_fastq	sample_NEB_Lib_87_fastq	sample_NEB_Lib_88_fastq
hsa-miR-425-3p	45.4329140671083	99.6462999879951	31.9433129441095	46.0007495931672	25.1427078635045	72.8912869414012	21.8955770342618	76.762098855842	33.5612326010114	33.1986753444788	72.9593626165387	8.26081960848221	5.12332483288355	16.8022913155419	30.5591409163899	65.7678971986383	45.4202359979987	27.4678089907506	25.3820816821421	14.4814203377067	53.2413654306193	40.0830474269588	60.4473390937409	53.1668809777904	46.1848051990895	19.0673105856346	43.103029340063	64.0186858999789	29.5127564372441	13.3628040904038	47.456491994783	36.8203952260312	32.6776027710607	21.005783741434	88.3360599471073	51.1600316662955	70.5013527447058	61.0450644473545	45.6343691992026	42.0024087716234	71.6863542784432	90.1314043770694	90.9344214357087	175.07259823885	79.5535268886241	27.47098034314	64.3390848946081	58.5155311922891
hsa-miR-342-5p	41.5826671122686	57.3631519218726	41.2496324632595	30.229064018367	51.205270892747	31.8726159629701	52.6677393526839	43.1194505918618	37.7894193853908	45.6836472688982	340.913254916741	51.0668848524355	78.1307037014741	92.6280162267051	110.264941450891	76.7292133984114	94.6543849423943	98.8209679782177	148.387554449446	118.868325272009	115.996651831658	99.045791105746	76.7585258333217	113.194004662392	107.064775688798	109.041182411598	143.254185747857	68.6364271780102	139.131566061294	69.2886138020939	149.301323129654	124.268833887855	121.560682308346	120.671523621004	90.6709337783084	89.5300554160171	71.8069333510892	86.0718498717546	122.835369724169	40.4819595853203	101.929034989661	89.8910539653972	120.892408672546	44.2269351945104	52.7861049002165	43.953568549024	74.5193198462866	49.6731842565654
hsa-miR-326	41.3259839819459	66.8251151254804	42.7587653582568	38.1149068057671	11.6514987660143	28.5467777755298	37.2816581934729	58.2823343164726	29.333045816632	29.2261842776181	24.2107301956227	20.27655722082	39.7057674548475	9.47821561389541	25.5184578786348	106.982446109785	28.777706777358	13.5760435241641	45.557582506409	12.0678502814223	69.5248070915303	41.5353317540225	38.8590037031191	20.580728120435	20.6931919398518	10.7253622044194	29.5805103314158	39.8804928557245	17.4667334016343	13.3628040904038	22.9284174806255	13.8076482097617	15.2495479598283	12.5140839310671	49.8106417322896	49.8369273990637	45.3689260718246	77.4477548944275	28.4785913047655	33.2598259503805	30.2426807112182	85.8050969669701	99.6832141685903	182.963711157373	104.636285954684	12.361941154413	89.1788581767036	57.4752550822039
hsa-miR-382-5p	41.0693008516233	351.275383933941	257.558680746206	64.8391518075118	28.8221285264564	50.9961855407522	55.6266011140706	63.7314956550046	178.905153314053	55.8986242979686	16.6857735131994	27.03540962776	8.96581845754621	30.5887867539352	29.6140128468108	157.404500628741	108.523159292928	99.768133805485	33.1919529689551	32.5831957598401	55.9857657105481	59.8341142750255	126.651567624981	195.516917144132	27.8908239189307	31.5802331574573	66.7674376051957	84.3787269894804	59.0255128744883	28.7052828608675	86.3814798107286	35.2862120916132	30.0633945493759	15.6426049138338	183.287595749284	127.459044409995	172.989430345806	624.485936299391	35.3409024625404	58.1571813760939	18.2949549981444	99.0243696089403	21.7394243665543	367.395536346099	154.614619317655	66.3882024959217	137.636776546693	111.829681834152
hsa-miR-1323	38.7591526787195	78.948255480103	82.2477427773528	17.5240950831113	56.7244018871749	173.497892111472	5.32595117049612	31.0365276238126	64.2155867877619	106.973509443321	14.3955693055054	89.3670484917621	43.5482610795102	95.2129841214039	72.7748613575883	11.8382214957549	124.472249796042	95.0323046691487	11.7148069302195	88.0953070543826	98.432490040114	82.7802066426323	175.585127843723	187.799144098969	189.237740783282	240.724796143636	105.644679755056	59.4009446219476	140.336168364855	223.70323884676	96.2460315175093	79.7775229897343	64.9195041718406	170.280927776305	152.93423594367	42.7803713071609	162.544785494738	35.5109793184056	50.7811025675337	24.5172431291376	160.54756426943	72.3454739133277	122.483098260342	20.9206249467809	49.2295942863721	142.849097784328	14.659538330417	33.0287664952032
hsa-miR-370-3p	37.7324201574289	193.378872973735	143.61914717391	29.1338080756725	12.2647355431729	34.6441477858371	103.560161648536	40.2764098934973	96.9840343667022	28.3749361918622	19.303149750564	21.7785244223622	3.84249362466266	17.2331192979917	17.6423906321426	296.832442689854	83.2126461032038	78.2990417207604	78.7495354753641	57.9256813508269	64.5848865876584	47.0540121968647	142.962754364562	162.073233948426	23.9921065969296	21.4507244088389	59.5835993818518	86.4777002976764	48.7863932942199	15.3424787704637	118.641229986957	33.2406345790559	21.7850685140405	11.6202207931337	162.273731268475	144.218365128264	226.844630359123	216.447873940758	28.1354757468768	42.9526895130628	25.388917140282	125.222564481208	27.0417229925431	498.241199390439	129.344675482445	81.0393920122631	144.966545711902	132.895273063376
hsa-miR-155-5p	37.4757370271062	60.0243290728873	59.1077050540609	48.8484150441728	55.4979283328576	70.6740614831076	0.591772352277347	71.549857575507	36.4681110152722	74.9098315465163	35.3345792044223	7.5098360077111	8.96581845754621	24.1263670171883	105.224258413136	11.8382214957549	102.282210835188	58.4085593481478	16.9213877880948	14.4814203377067	123.315052578135	107.469040202716	45.0956339270765	102.474875432999	98.667538379873	30.9843797016562	80.2899566138429	73.464065786861	79.503752035025	46.027436311391	77.5833661263025	63.9242972674153	101.954120645709	49.6094041553016	83.2771666461717	45.4265798416244	88.1266909308822	117.186231750739	78.9165783144105	96.3584671819596	81.3938814203158	154.785665116887	96.2367200616976	108.456924066206	111.936491951523	62.7254051168364	111.575375070396	43.9516656510971
hsa-miR-516b-5p	36.4490045058157	96.0980637866422	93.8177616389988	15.1145320091835	35.8743514637809	78.1571974048485	35.5063411366408	15.9921039283004	42.4139986808057	75.7610796322722	38.6062995011281	160.334998764632	81.9731973261368	155.31348767315	62.0634099023588	46.0375280390468	58.9422909897694	80.8248172601397	24.7312590749077	97.1461947654493	82.8808884538506	77.2615261997902	207.727760536427	177.508780038752	157.148298209889	152.538484685077	68.0351737622564	104.948665409801	131.903952239928	234.343990252082	145.302180545824	55.9976844062558	80.6047535019498	168.940133069405	123.55374023439	39.2520932612095	154.874499432236	44.9805738033138	50.7811025675337	16.8199691234781	156.440533555561	78.5945846168045	173.385165069835	35.6017652603113	73.0020599683845	174.898574851325	21.3784933985248	28.34752399982
hsa-miR-181a-2-3p	33.1121238116213	38.4392255146569	53.5742177724041	35.0481901662226	35.2611146866222	19.9550291246422	30.7721623184221	36.2487689041476	20.6124105738495	27.807437468025	56.2735891033392	42.0550816431822	55.0757419534981	46.0985941221277	43.4758912006371	53.9296757028834	24.6170744721978	26.2049212210609	16.9213877880948	25.9458781050579	16.6493616982349	31.950255195402	38.3792629166609	26.5834404888952	38.687271887549	28.0051124226508	32.1159826455372	34.6330595852345	45.1725863835369	25.2408521707628	39.1915973215343	29.1494795539414	34.8561096224648	27.7097572759342	31.5207967212145	24.6979463216599	26.4380072792647	19.9537883789136	29.5079379784318	12.5437057870007	41.443673567225	30.5245022823675	23.8603438169498	18.1679111379939	18.1569226075213	13.73549017157	23.0073309907934	14.8239345687132
hsa-miR-139-3p	32.598757550976	52.6321703200686	56.5924835623987	70.0963803324452	19.0103400919181	30.2096968692499	39.0569752503049	62.3099753058223	47.3028396502444	55.0473762122127	12.7597091571525	48.062950449351	73.0073788685906	28.865474824136	28.0387993975124	50.4220545189561	28.4309874185946	34.4136917240439	42.9542920774713	69.390139118178	41.1660041989324	49.6681239855794	48.4538194322843	51.0230551319117	18.5938826126204	54.2226644778983	42.2578719020226	36.5221355626109	42.763381776415	43.0579242913012	36.2588927600589	50.1166490576536	39.6488246955537	44.2462253277014	56.4261175873593	59.0986572696861	22.8476606117102	50.3917706518328	24.3612046101006	37.631117361002	25.0155507117484	35.5718609274834	28.1021827177409	16.5162828527217	60.647865204504	40.7486208423244	51.5119888554932	37.7100089905863
hsa-miR-30b-5p	31.2297808559219	80.0324387638497	33.9554901374392	27.6004497559003	36.7942066295188	41.4805929489089	1.18354470455469	37.9861826642592	21.4051955959206	23.8349464011643	102.841074659785	7.5098360077111	2.56166241644177	55.1459817535733	47.2564034789534	50.1297527536288	39.0059278608768	30.730269062449	16.9213877880948	3.62035508442668	68.8844470262136	59.0595626339248	75.9589578558913	55.0963242390812	108.364348129465	16.0880433066292	32.5385613645574	83.3292403353824	31.9219610443661	27.2205268508226	91.3137556641189	39.8035290985106	50.9770603228547	26.3689625690342	83.0825938269049	36.8264021046179	99.3873236609394	86.7482494778195	28.4785913047655	50.6182874940077	56.1294197562116	121.777541913907	89.7414042448612	207.065249838752	73.1892447375342	15.5668888611127	102.481031846897	33.1154561710436
hsa-miR-432-5p	31.0586587690401	382.618137045892	289.501993690315	65.4963053731285	22.3831423662906	52.6591046344724	18.9367152728751	46.1994113484234	215.901787677372	70.9373404796556	10.4695049494585	22.5295080231333	11.527480873988	15.0789793857427	17.6423906321426	105.667088165812	87.7199977671273	100.715299632752	18.2230330025636	25.9458781050579	36.0431236763986	40.0830474269588	133.367938635397	117.48165635415	23.692205264468	25.6216985994465	74.3738545475598	76.1927310875159	60.8324163298297	33.1595508910021	96.2460315175093	45.5140996543997	29.627693179095	17.8772627586672	190.681362881421	157.890442556326	175.926986710169	215.771474334693	37.7427113677616	57.0168444863666	27.6291157114833	77.1524821467714	12.4604017710738	256.002384217187	103.887546878086	92.4856338219047	127.660146294048	118.331407522185
hsa-miR-19b-3p	30.8019756387175	65.3466833749167	34.9615787341041	34.8291389776837	67.7626638760305	68.1796828425274	90.5411698984341	46.6732514648175	24.3120740101815	36.8874170494209	344.184975213447	29.2883604300733	12.8083120822089	142.604062190881	111.21006952047	272.717547050354	39.1792875402584	69.774549275355	42.9542920774713	19.3085604502756	66.9633668302634	50.8299514472304	103.144269088526	52.3093506394389	202.733300744055	35.7512073480648	43.103029340063	156.793306122243	33.1265633479271	48.0071109914508	91.7136699225019	88.9826217962421	60.5624904690325	44.2462253277014	73.5485256828339	47.631753620344	74.744489715452	64.5116124284369	48.3792936623125	49.4145985548511	102.675767846729	145.892699885016	158.538728917066	286.282236113843	111.936491951523	25.1817319812117	121.144795924974	39.7905612107566
hsa-miR-200c-3p	30.2886093780722	37.8478528144314	32.1948350932757	16.209787951878	13.1845907089109	47.9475005355985	0	27.0088866344629	29.8615691646794	28.6586855537809	5.88909653407039	26.2844260269889	1.28083120822089	17.6639472804414	47.5714461688131	4.82297912790014	42.9932004866553	24.3105895665264	0.650822607234414	8.44749519699559	26.7121627246406	34.5643669841167	45.5753747135348	54.0244113161419	39.2870745524722	30.3885262458551	41.4127144639821	37.9914168783481	32.5242621961466	33.1595508910021	37.5919402880022	37.3317896041705	33.1133041413415	42.011567482868	41.6385833230858	20.7286335199645	48.6328775877832	26.8868843410786	23.3318579364344	30.789096022638	65.3391249933727	50.4735864511589	30.2231021681364	28.2611951035461	23.398096143713	36.1701241184677	17.9172135149542	12.2232442935004
hsa-miR-664a-5p	26.4383624232325	47.0141296679265	32.1948350932757	25.8480402475892	19.3169584804974	29.3782373223898	25.4462111479259	28.4304069836452	27.483214098466	16.7412123531987	29.1183106406814	20.27655722082	23.054961747976	19.3872592102406	20.7928175307395	39.460738319183	45.0735166392354	41.0438525149147	48.1608729353466	47.0646160975468	34.3964835084413	39.7925905615461	42.6969299947852	43.3052820867486	28.7905279163155	28.0051124226508	41.4127144639821	34.4231622544149	34.3311656514881	17.3221534505235	36.7921117712363	15.3418313441797	28.7562904385334	21.4527153104007	36.1905443836167	37.4879542382337	37.2090472819281	57.3248666139977	32.5959779994304	26.2277484637286	42.5637728528257	43.0227236893211	34.7300560002269	49.9158770660035	55.4066916683123	26.097431325983	45.4038478844861	36.1495948254586
hsa-miR-6852-5p	26.1816792929098	38.7349118647696	50.8074741315758	42.9340329536227	10.1184068231177	18.0149568486353	25.4462111479259	36.2487689041476	39.1107277555093	35.4686702398278	5.88909653407039	21.7785244223622	32.0207802055222	7.32407570164645	11.3415368349488	64.8909919026565	26.6973906247779	14.8389312938538	29.2870173255486	9.65428022513781	36.7749637510463	24.1079198292578	23.0275577499965	14.5780157519748	8.39723730892536	11.3212156602205	27.0450380172945	27.496550337368	7.8299149731464	7.9186987202393	24.5280745141575	14.319042587901	9.149728775897	13.8548786379671	36.1905443836167	51.1600316662955	27.0907975824564	65.2725619852599	18.528240125992	30.2189275777743	18.6683214266779	39.4174675142384	29.4277573742381	48.9983057964078	71.3173970460372	30.218078377454	49.4759418651575	37.449939963065
hsa-miR-30a-3p	25.5399714671032	39.3262845649951	30.4341800491122	19.9336581570391	21.9232147834216	27.2995884552396	1.18354470455469	24.521226023394	17.441270485565	30.077432363374	9.81516089011731	23.2804916239044	34.5824426219639	25.8496789469875	29.456491501881	8.76905295981845	32.2449003649915	36.3080233785784	5.20658085787531	15.6882053658489	24.9740425473523	27.1577169160917	31.4230215130161	48.0216989476816	49.7836211886289	38.7304746270702	59.794888741362	29.3856263147444	46.0760381112077	44.0477616313311	24.6613792669518	30.4279654992897	45.9664945646254	31.0617440431843	40.6657192267521	18.9644944969888	40.3098012220887	15.8953907425244	30.7088424310423	13.4939865284401	44.2439217812267	38.5762410733857	27.0417229925431	20.6453535659022	18.7184769149704	28.3866796879114	21.9893074956256	13.3935549173462
hsa-miR-500a-3p	25.2832883367806	30.7513804117255	14.8398068008068	15.1145320091835	23.7629251148976	36.7227966529873	36.3939996650568	25.3504462270836	12.0239061680789	9.64747830523316	112.056420162173	10.5137704107955	11.527480873988	52.7764278500994	28.8264061221616	67.7409341145975	31.7248213268464	32.6772210407206	16.9213877880948	20.8170417354534	27.9014028459431	32.9668542243466	39.0988740963483	35.8018916261734	64.9286384779408	20.5569442251373	27.2563273768046	43.9734908067068	22.8874437676587	17.569612785531	24.9279887725405	29.6608739320807	22.8743219397425	12.5140839310671	18.8735634688754	15.4362164510374	30.0283539468191	16.5717903485893	20.0722601364914	12.5437057870007	34.3497114250874	30.4043270765314	42.5509464735605	47.9889773998526	30.4175249868269	11.9040914820273	30.3371001560019	14.9539690824739
hsa-miR-6842-3p	25.1549467716193	36.6651074139804	35.4646230324365	26.7242450017447	28.2088917492978	36.3070668795573	29.5886176138674	50.4639723959702	21.6694572699444	18.1599591627918	24.5379022252933	23.2804916239044	25.6166241644177	22.8338830698389	14.176921043686	48.2297912790015	24.2703551134344	15.1546532362762	25.3820816821421	30.7730182176268	22.8700023327402	22.9460923676069	34.5413366249948	41.16145624087	16.4945732853891	25.6216985994465	30.003089050436	33.7934702619561	57.8209105709273	13.3628040904038	28.2606075923989	18.4101976130156	34.420408252184	13.8548786379671	39.6928551304183	48.072788376088	36.5562569787363	39.2311771517624	26.4198979574331	18.6255025322131	37.3366428533559	45.6665782177152	38.4416650384191	42.3917926553191	40.6190949054857	18.3139868954267	28.3010531656662	29.9079381649477
hsa-miR-345-5p	24.3848973806513	23.0635353087941	13.3306739058095	12.2668665581779	10.1184068231177	35.4756073326972	21.3038046819845	33.6426482639801	12.1560370050907	12.4849719244194	69.6876423198329	11.2647540115666	6.40415604110443	24.5571949996381	21.1078602205992	49.1066965749833	15.9490905031141	17.996150718078	26.0329042893766	18.1017754221334	18.844881922178	22.6556355021941	46.5348562864513	23.5820843046651	20.6931919398518	20.2590174972367	27.4676167363147	27.0767556757288	17.4667334016343	11.878048080359	11.1975992347241	18.9215919911549	16.9923534409516	13.8548786379671	38.1362725762842	14.1131121838056	35.9034666755446	14.2043917273623	10.636582294551	6.46190904178822	30.2426807112182	25.957844460596	33.6695962750292	53.7696763983052	23.0237266054136	16.0247385334983	16.4919806217192	14.3037965136707
hsa-miR-511-5p	24.1282142503287	13.6015721051863	7.04262017665407	13.1430713123335	11.9581171545936	12.4718932029014	0	12.0829229680492	10.8347286349722	18.7274578866291	2.61737623736462	9.01180320925332	8.96581845754621	25.8496789469875	17.9574333220023	2.63071588794553	13.1753356330073	15.1546532362762	2.60329042893766	8.44749519699559	5.48880055985766	6.68050790449314	11.5137788749983	42.8765169175729	14.6951652906194	24.4299916878443	16.0579913227686	24.9777823675327	34.3311656514881	18.8069094605683	11.7308182459014	21.4785638818515	32.6776027710607	10.2794260862337	21.7921557578767	15.8772512067814	18.9309187925599	6.59489615913248	16.4695467786596	2.47072992774255	20.1617871408122	10.8157685252483	9.80925245807936	3.85379933230174	5.053988767042	10.0726927924847	7.53337386424209	8.32220888068111
hsa-miR-148a-5p	23.6148479896834	29.2729486611618	15.091328949973	5.47627971347228	8.89193326880038	19.9550291246422	14.7943088069337	17.5320843065812	5.02097180645052	7.94498213372143	10.4695049494585	10.5137704107955	14.0891432904298	9.04738763144562	12.6017075943876	36.3915697832465	11.4417388391905	8.20877050298294	9.11151650128179	9.65428022513781	8.96504091443417	9.29461969320784	26.3857432552043	12.0054247369204	4.4985199869243	4.17097419060756	8.87415309942474	27.0767556757288	21.6828414640977	1.97967468005983	5.86540912295071	5.62533815953254	17.8637561815132	4.91624725863349	19.8464275652091	7.93862560339068	20.889289702135	11.8369931061352	15.7833156628821	3.61106681746989	18.6683214266779	20.1894345804635	19.3533899848593	60.559703793313	23.2109113745633	3.66279737908534	12.6234913400813	16.3843487338409
hsa-miR-374b-5p	23.4865064245221	43.4658934665735	27.6674364082838	26.5051938132059	24.3761618920562	43.5130496190114	1.77531705683204	53.4254731234332	19.9517563887902	22.4161995915712	41.0600897236574	1.50196720154222	0	21.1105711400398	56.7076841747441	24.9918009354826	57.555413554716	32.6772210407206	2.60329042893766	2.41357005628445	82.1490483792029	99.1910195384524	49.1734306119717	73.9619916828132	137.804662266114	6.55438801381188	37.6095059928001	149.551848208967	14.1540770668416	16.8272347805085	69.4517762058481	36.8203952260312	37.68816852929	25.9220310000675	80.9422928149706	24.6979463216599	83.3939612327423	83.0280516444627	20.5869334733245	67.6599887904884	76.5401178493795	167.163711318005	102.201806015935	294.356863286285	105.291432646708	17.1693627144625	121.552005323041	38.4902160731501
hsa-miR-92b-3p	23.4865064245221	41.8396185409534	42.2557210599244	105.144570498668	109.00283713995	97.4193435737739	5.91772352277347	66.6929963824676	62.1014933955722	100.589148800152	53.3290408363041	21.7785244223622	5.12332483288355	78.1952788146371	160.041686448722	24.1148956395007	83.0392864238221	67.0909127647644	7.48445998319576	13.8780278236356	44.9166845815018	75.9544703054328	53.0113569036378	86.3961815889094	179.49094747828	25.6216985994465	43.7368974185934	83.6440863316118	51.1955979013419	90.8175759477445	104.510926190758	117.109312593905	84.0903644641962	86.2577928105694	52.1455155634907	40.3546801505693	66.9110060771513	68.2318102617937	51.2957759043668	145.297925366091	77.846900349247	103.591027430712	44.4067509926566	35.7852795142304	50.2591105166955	43.7246437128312	68.6147835743131	26.1369372658891
hsa-miR-339-3p	23.1014817290381	30.4556940616128	31.1887464966109	35.7053437318393	15.6375378175455	16.6291909372018	105.927251057645	22.5074055287191	15.591438767399	18.1599591627918	106.658081672608	31.5413112323866	44.829092287731	71.5174450866654	29.2989701569511	129.343531157322	14.2154937092973	26.5206431634833	48.811695542581	21.118737992489	26.8951227433025	19.4606099826539	32.6223734791617	24.8683798121923	33.8888505681631	15.4921898508281	19.4386210749304	34.2132649235953	22.8874437676587	10.888210740329	23.4616364918028	32.2178458227773	19.1708602923556	12.5140839310671	18.2898450110751	15.8772512067814	25.785216976073	15.557190939492	28.1354757468768	11.4033688972733	17.9215885696108	25.2367932255794	39.7672396949163	43.676392432753	33.1317041394976	14.1933398439557	25.6541920782298	16.9044867888835
hsa-miR-1273h-3p	23.1014817290381	30.4556940616128	30.6857021982784	28.9147568871337	11.344880377435	15.520578208055	6.50949587505082	29.3780872164333	18.2340555076361	20.7137034200594	4.58040841538808	7.5098360077111	21.7741305397551	11.6323555261444	10.3964087653698	24.1148956395007	11.0950194804272	11.3659899272071	26.683726896611	21.118737992489	16.283441660911	19.1701531172412	20.6288538177052	28.7272663347738	5.39822398430916	19.0673105856346	12.2547828515866	11.3344558642586	22.2851426158782	7.42378005022435	15.4633513241428	16.8760144785976	18.299457551794	8.49169981036693	31.5207967212145	21.1696682757085	18.9309187925599	28.2396835532083	16.1264312207708	14.8243795664553	17.9215885696108	21.6315370504967	18.558045190961	25.5084812947591	32.5701498320485	19.229686240198	26.6722155733977	23.9263505319582
hsa-miR-660-5p	22.8447985987155	41.9874617160098	12.827629607477	23.6575283622003	28.2088917492978	54.5991769104792	5.32595117049612	33.8795683221772	15.0629154193516	24.6861944869201	149.190445529783	6.75885240693999	1.28083120822089	52.5610138588745	39.0652935426015	45.5990753910559	31.2047422887014	35.6765794937335	7.80987128681297	12.6712427954934	42.080804292242	31.6597983299892	58.0486351614496	30.8710921806525	154.149284885273	22.04657786464	31.2708252074967	80.1807803730883	24.0920460712197	32.1697135509722	46.3900539724283	48.0710715450963	31.3704986602183	25.0281678621341	30.7425054441475	17.6413902297571	48.959272739379	20.4610880834623	32.9390935573192	10.6431443041218	52.6446664232318	65.8560127981787	64.6880432370639	119.467779301354	47.5449313640248	12.8197908267987	53.7516405448625	13.2635204035855
hsa-miR-320c	22.3442664945863	30.5788967074931	19.0402266918826	22.193536252132	21.4735078135053	29.2396607312465	83.3609986908023	13.6623900226962	13.6755416307271	21.2953896119926	44.2118469428173	40.8910570619869	104.02484129434	43.5136262274289	24.0745122167779	62.9910304280292	26.847635680242	47.6319170467959	65.8632478521227	70.8885638614546	12.1271999036411	20.2109568849702	30.999250484978	29.5419201562077	29.9601431129158	43.9143996925396	30.0876047942401	17.9112388966061	27.4649325211905	22.7415128871872	24.8835538549424	28.3653415074611	16.6510540342316	30.4285909871482	23.5238538493508	18.8689369665776	23.6310089755403	10.1403574275892	22.2510439290849	5.27405811498891	24.0759118666056	17.4213990060389	18.0940940611869	14.3875175072598	17.0182152618606	22.8924836192833	16.0508371071464	13.2201755656653
hsa-miR-335-3p	22.3314323380702	23.3592216589069	45.5255089990852	62.429588733584	15.9441562061248	13.3033527497614	0.591772352277347	63.0207354804135	44.6602229100073	10.2149770290704	0.981516089011731	8.26081960848221	0	3.01579587714854	15.1220491132651	4.38452647990922	20.1097228082742	8.84021438782778	2.60329042893766	0	26.8951227433025	51.9917789088814	11.9935196614565	53.5956461469661	14.6951652906194	15.4921898508281	28.7353528933754	72.8343737944022	5.42071036602443	7.42378005022435	45.3236159500736	18.4101976130156	33.5490055116223	32.179072965601	71.6027974901663	43.2214060629048	41.7785794042701	54.7883680912544	32.2528624415417	46.5637563305327	31.3627799968189	99.0243696089403	24.3905736795487	51.5675053512756	94.5283084206004	38.9172221527817	69.6328070694809	61.6363595225445
hsa-miR-27a-5p	21.3046998167796	34.0039302629657	14.5882846516406	5.0381773363945	23.3029975320286	49.0561132647453	13.0189917501016	31.7472877984038	19.8196255517784	13.6199693720939	12.7597091571525	9.01180320925332	20.4932993315342	16.3714633330921	13.8618783538263	17.9765585676278	21.4966002433276	12.6288776968968	5.85740346510973	31.979803245769	17.9300818288683	18.5892393864157	26.3857432552043	48.4504641168574	6.29792798169402	13.1087760276238	25.3547231412136	18.4709651121251	18.6713357051953	12.8678854203889	10.1311612123694	20.9671695037122	36.598915103588	8.49169981036693	22.5704470349437	20.2875987642206	37.5354424335239	8.7931948788433	26.7630135153218	9.69286356268232	28.3758485685504	60.8086541530628	46.3951129774024	42.5753069092383	17.2209987617728	15.5668888611127	21.5820980975584	26.0069027521285
hsa-miR-130b-5p	21.0480166864569	20.4023581577794	58.8561829048947	32.4195759037559	12.5713539317523	35.1984541504105	0.591772352277347	40.9871700680885	45.1887462580547	36.3199183255837	5.56192450439981	9.76278681002443	2.56166241644177	14.2173234208431	33.0794824352674	4.82297912790014	26.6973906247779	19.5747604301901	3.90493564340648	3.62035508442668	21.4063221834449	24.3983766946706	15.8314459531226	42.4477517483972	11.3962506335416	28.0051124226508	23.6644082651326	36.3122382317913	21.0805403123172	15.3424787704637	18.6626653912068	31.1950570664987	24.8349781060061	32.179072965601	26.4619034202788	38.8110585054655	27.4171927340523	90.4684473111763	19.5575867996583	36.6808366195625	32.4828792824196	48.7911335694536	20.1487347787576	18.5349396458322	39.6831710597372	18.7718365678123	43.1641961951168	31.7284213575967
hsa-miR-185-3p	20.5346504258116	24.2462807092451	16.6004618449703	26.0670914361281	19.6235768690767	24.1123268589426	62.7278693413988	36.4856889623446	15.3271770933753	10.7824757529077	79.8299752396208	10.5137704107955	26.8974553726386	46.0985941221277	38.7502508527418	87.6905295981845	38.8325681814951	51.778398557277	83.9561163332394	21.118737992489	47.2036848147758	40.9544180231971	34.5413366249948	28.2985011655981	93.5692157280255	31.5802331574573	28.3127741743551	54.7832033439164	18.6713357051953	18.8069094605683	42.1243018830096	31.706451444638	29.627693179095	22.7935100173007	30.353359805614	29.1082938790991	36.5562569787363	45.14967370483	19.5575867996583	38.5813981024414	38.4567421389565	58.8858508596854	55.4090206415834	71.9375875362991	73.0020599683845	16.0247385334983	70.0400164675481	36.9298019080224
hsa-miR-4446-3p	19.2512347741984	51.1537385695049	61.3714043965569	55.8580530774173	5.51913099442782	13.3033527497614	7.69304057960551	39.0918096025121	29.8615691646794	31.4961791729671	1.30868811868231	15.0196720154222	24.3357929561969	5.60076377184729	5.35572572761472	21.0457271035643	13.1753356330073	11.6817118696296	24.7312590749077	2.41357005628445	13.9049614183061	21.4938080405431	13.9124828072896	12.0054247369204	6.29792798169402	8.9378018370162	26.199880579254	13.6433265032742	3.61380691068296	5.93902404017948	17.5962273688521	10.2278875627864	16.9923534409516	12.0671523621004	36.1905443836167	58.6576225139422	16.6461527313889	52.5900693715436	27.792360188988	18.2453902356373	16.054756426943	17.0648792287251	23.0649990230515	38.3544790690983	50.3527029012703	35.712274446082	28.9118672627669	42.3912514859694
hsa-miR-22-5p	19.2512347741984	12.714513054848	14.5882846516406	11.1716106154835	8.89193326880038	18.292110030922	10.0601299887149	10.6614026188669	6.60654185059279	11.3499744767449	18.6488056912229	9.01180320925332	15.3699744986506	22.4030550873891	24.8883724989155	25.8687062314644	10.0548614041371	11.0502679847847	9.76233910851621	2.41357005628445	15.1856815489395	14.5228432706373	19.1896314583304	15.0067809211505	18.2939812801588	11.9170691160216	10.9870466945259	29.8054209763836	9.63681842848788	13.8577227604188	9.86455170678073	12.7848594534831	9.149728775897	12.0671523621004	10.5069322404048	10.5848341378542	22.1948703085185	12.5133927122001	9.9503511787735	4.56134755890933	14.9346571413423	21.1508362271523	20.4138497100571	33.5831084672009	19.2800312224195	9.614843120099	15.8811665246185	7.80207082563854
