	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-miR-6853-3p	0.527269696670312	1.30009797538342	0.72895973153547	2.59509135586603	0.94077926251561	0	0.948385708230441	1.25680845770218	0.698193138219899	0	0	2.34551720061584	0.569583302349057	0.537827873797767	0.655567869025205	0.977097804558943	3.5451752823289	1.01941475398973
hsa-miR-548ad-5p|hsa-miR-548ae-5p|hsa-miR-548ay-5p	0.527269696670312	0.195014696307514	0.607466442946225	0	0	0.197561069089872	0.548285487570724	0.628404228851092	0.426673584467716	0	0	0	0.506296268754717	0.345746490298565	0.428640529747249	0	0	0.509707376994867
hsa-miR-548q	0.527269696670312	0.260019595076685	0.566968680083143	0.288343483985115	0	0	0.711289281172831	0.386710294677595	0.387885076788833	0	0	0	0.443009235160377	1.19090457769506	0.554711273790558	0	0	0
hsa-miR-4676-5p	0.527269696670312	0.390029392615027	0.24298657717849	0	0	0	0.414918747350818	0.241693934173497	0.0775770153577666	0	0	0	0.126574067188679	0.230497660199043	0.252141488086617	0	0	0
hsa-miR-6753-3p	0.527269696670312	1.43010777292177	0.323982102904653	0.576686967970229	0.188155852503122	0	0.47419285411522	0.966775736693988	0.698193138219899	0	0	0	0.696157369537736	0.845158087396492	0.655567869025205	0	0	2.03882950797947
hsa-miR-6821-3p	0.527269696670312	0.910068582768397	0.48597315435698	0.288343483985115	0.188155852503122	0	0.47419285411522	0.531726655181693	1.24123224572427	0	0	0	0.696157369537736	0.460995320398086	0.705996166642528	0	0	0
hsa-miR-6733-3p	0.527269696670312	0.130009797538342	0.566968680083143	0	0.188155852503122	0	0.414918747350818	0.531726655181693	0.310308061431066	0	0	0.469103440123168	0.379722201566038	0.614660427197449	0.403426380938588	0	0	0
hsa-miR-4665-5p	0.527269696670312	0.975073481537569	0.404977628630817	1.44171741992557	0.564467557509366	0	0.800200441319434	0.870098163024589	0.775770153577666	1.23942000101632	0	0.938206880246336	0.569583302349057	0.384162766998405	0.655567869025205	2.93129341367683	0	1.01941475398973
hsa-miR-153-3p	0.527269696670312	0.0650048987691712	0.566968680083143	0.288343483985115	0	0	0.622378121026227	0.580065442016393	0.543039107504366	0	0	0	0.379722201566038	0.345746490298565	0.705996166642528	0	0	0
hsa-miR-449b-5p	0.494315340628417	0.227517145692099	1.01244407157704	0.432515225977672	0.282233778754683	0	1.08175244845035	1.16013088403279	1.00850119965097	0	0	0	0.632870335943396	0.71070111894705	0.857281059494499	0	0	0
hsa-miR-548e-5p	0.494315340628417	0.292522044461271	0.24298657717849	0.865030451955344	0	0	0.414918747350818	0.338371507842896	0.11636552303665	0	0	0	0.189861100783019	0.518619735447847	0.378212232129926	0	0	0
hsa-miR-520g-5p	0.461360984586523	0.0650048987691712	1.13393736016629	0	0	0	0.0592741067644026	0.145016360504098	0	0	0	0	0.0632870335943396	0.307330213598724	0.352998083321264	0	0	0
hsa-miR-520d-3p	0.461360984586523	0.260019595076685	0.24298657717849	0	0	0	0.0296370533822013	0.0483387868346994	0	0	0	0	0.126574067188679	0.0384162766998405	0.100856595234647	0	0	0
hsa-miR-23c	0.461360984586523	0.195014696307514	0.323982102904653	0.576686967970229	0	0	0.23709642705761	0.410879688094945	0.271519553752183	0	0	0	0.379722201566038	0.192081383499203	0.403426380938588	0	0	0
hsa-miR-1910-5p	0.461360984586523	0.52003919015337	0.97194630871396	0.288343483985115	3.19864949255307	0	1.21511918867025	0.918436949859288	1.78427135322863	0	0	0	0.632870335943396	0.537827873797767	0.554711273790558	0.977097804558943	0	0
hsa-miR-6740-3p	0.461360984586523	0.455034291384199	1.21493288589245	0	0	0	0.800200441319434	0.628404228851092	1.00850119965097	0	0	0	0.379722201566038	0.460995320398086	0.453854678555911	0	0	0
hsa-miR-7114-5p	0.461360984586523	0.390029392615027	0.566968680083143	0	0.564467557509366	3.16097710543795	0.592741067644026	0.531726655181693	0.620616122862133	0	0	0.469103440123168	0.443009235160377	0.422579043698246	0.605139571407881	0	0	0
hsa-miR-6812-3p	0.461360984586523	0.195014696307514	0.323982102904653	0	0	0	0.652015174408428	0.531726655181693	1.24123224572427	0	0	0	0.759444403132075	0.653076703897289	0.756424464259852	0	3.5451752823289	0
hsa-miR-6847-5p	0.461360984586523	1.10508327907591	0.890950782987797	0.576686967970229	0.376311705006244	0	0.889111601466038	1.25680845770218	0.853347168935432	0	0	0.469103440123168	0.696157369537736	0.691492980597129	0.705996166642528	0.977097804558943	0	0
hsa-miR-548b-3p	0.461360984586523	0.195014696307514	0.404977628630817	0.288343483985115	0	0	0.296370533822013	0.193355147338798	0.775770153577666	0	0	0	0.379722201566038	0.576244150497608	0.201713190469294	0	0	0
hsa-miR-499b-3p	0.461360984586523	0.455034291384199	0.647964205809307	0	0.188155852503122	0	0.652015174408428	0.580065442016393	0.387885076788833	0	0	0	0.569583302349057	0.422579043698246	0.655567869025205	0	0	0
hsa-miR-6886-5p	0.461360984586523	0.195014696307514	0.24298657717849	1.73006090391069	1.31709096752185	0	0.23709642705761	0.338371507842896	0.930924184293199	0	0	0.469103440123168	0.253148134377358	0.0768325533996811	0.201713190469294	0	0	1.01941475398973
hsa-miR-584-3p	0.461360984586523	0	0.566968680083143	0.576686967970229	0.376311705006244	0	0.296370533822013	0.338371507842896	0.465462092146599	0	0	0	0.696157369537736	0.153665106799362	0.504282976173234	0	0	2.03882950797947
hsa-miR-6783-5p	0.461360984586523	0.390029392615027	0.48597315435698	2.0184043878958	0.94077926251561	0	1.00765981499484	0.241693934173497	0.620616122862133	0	0	0	0.506296268754717	0.614660427197449	0.453854678555911	0	0	0
hsa-miR-145-5p	0.461360984586523	0.585044088922541	0.97194630871396	3.17177832383626	2.25787023003746	0	0.177822320293208	0.435049081512294	0	0	0	0	0.126574067188679	0.576244150497608	0.554711273790558	0	0	0
hsa-miR-4638-5p	0.461360984586523	0.390029392615027	0.24298657717849	0	0	0	0.148185266911006	0.193355147338798	0.853347168935432	0	1.51563376225769	0	0.632870335943396	0.307330213598724	0.252141488086617	0	0	0
hsa-miR-4786-5p	0.461360984586523	0.455034291384199	0.0809955257261634	0.288343483985115	0.376311705006244	0	0.800200441319434	0.435049081512294	0.2327310460733	0	0	0.469103440123168	0.696157369537736	0.499411597097927	0.453854678555911	0	3.5451752823289	2.03882950797947
hsa-miR-2276-5p	0.461360984586523	0	0.0809955257261634	0	0	0	0.0889111601466038	0.0483387868346994	0.310308061431066	0	0	0	0	0.230497660199043	0	0	0	0
hsa-mir-30a	0.461360984586523	0.130009797538342	0.202488814315408	0.144171741992557	0	0	0.0444555800733019	0.314202114425546	0.0387885076788833	0	0	0	0.126574067188679	0.345746490298565	0	0	0	0
hsa-miR-6833-3p	0.461360984586523	0.325024493845856	0.647964205809307	0	0.188155852503122	0	0.563104014261824	0.531726655181693	1.55154030715533	0	0	0	0.379722201566038	0.537827873797767	1.05899424996379	0	0	1.01941475398973
hsa-miR-4738-3p	0.461360984586523	1.30009797538342	0.890950782987797	1.15337393594046	0.564467557509366	1.97561069089872	0.444555800733019	0.77342058935519	0.543039107504366	0	3.03126752451538	0.469103440123168	0.379722201566038	0.998823194195854	0.605139571407881	0.977097804558943	0	1.01941475398973
hsa-miR-664a-5p	0.461360984586523	1.23509307661425	0.97194630871396	7.49693058361298	2.63418193504371	6.3219542108759	0.859474548083837	0.531726655181693	0.930924184293199	4.9576800040653	0	3.28372408086217	0.822731436726415	0.806741810696651	0.705996166642528	0	5.31776292349335	7.13590327792814
hsa-miR-3191-3p	0.461360984586523	0.650048987691712	0.566968680083143	0.576686967970229	0	0	0.711289281172831	0.628404228851092	0.698193138219899	1.23942000101632	0	1.87641376049267	0.379722201566038	0.653076703897289	0.655567869025205	0	0	0
hsa-miR-3653-3p	0.461360984586523	1.04007838030674	1.05294183444012	5.19018271173206	0.376311705006244	0	1.48185266911006	1.11179209719809	1.00850119965097	17.3518800142285	12.1250700980615	1.87641376049267	0.886018470320755	0.806741810696651	0.504282976173234	0	0	3.0582442619692
hsa-miR-6885-3p	0.461360984586523	0.455034291384199	0.0809955257261634	0	0.188155852503122	0	0.681652227790629	0.386710294677595	0.465462092146599	0	0	0	0.126574067188679	0.345746490298565	0.655567869025205	0	0	0
hsa-miR-4515	0.461360984586523	0.715053886460884	0.72895973153547	0.576686967970229	0.188155852503122	0	0.978022761612642	1.74019632604918	0.775770153577666	0	0	0	0.696157369537736	0.614660427197449	0.302569785703941	0	0	3.0582442619692
hsa-miR-6787-3p	0.461360984586523	0.195014696307514	0.48597315435698	0.576686967970229	0.376311705006244	0	0.0889111601466038	0	0.0775770153577666	0	0	0	0.316435167971698	0.153665106799362	0.302569785703941	0.977097804558943	0	0
hsa-miR-676-5p	0.461360984586523	0.715053886460884	0.404977628630817	0	0	0	1.24475624205245	0.628404228851092	1.1636552303665	0	0	0	0.759444403132075	0.576244150497608	0.756424464259852	0	0	0
hsa-miR-4783-3p	0.461360984586523	0.390029392615027	0.566968680083143	0	0.564467557509366	0	1.03729686837704	0.483387868346994	1.00850119965097	0	0	0	0.316435167971698	0.384162766998405	0.554711273790558	0	0	0
hsa-let-7a-2	0.428406628544628	0.312023514092022	0.137692393734478	0	0	0	0.394172809983277	0.215913247861657	0.2327310460733	0	0	0	0.360736091487736	0.0268913936898884	0.0479068827364573	0	0	0
hsa-let-7a-1	0.428406628544628	0.312023514092022	0.66416331095454	0	0.0627186175010407	0	0.0755744861246133	0.223969712334107	0.310308061431066	0	0	0	0.329092574690566	0.0845158087396491	0.0352998083321264	0	0	0
hsa-miR-7108-3p	0.395452272502734	0.715053886460884	0.48597315435698	0	0	0	0.503829907497422	0.338371507842896	0.853347168935432	0	0	0	0.569583302349057	0.384162766998405	0.554711273790558	0	0	0
hsa-miR-6764-3p	0.395452272502734	0.0650048987691712	0.161991051452327	0	0	0	0.326007587204214	0.241693934173497	0.465462092146599	0	0	0	0.696157369537736	0.614660427197449	0.201713190469294	0	0	0
hsa-miR-1260a	0.395452272502734	0.260019595076685	0.24298657717849	0	0	0	0.177822320293208	0.145016360504098	0.2327310460733	0	0	0	0.126574067188679	0.115248830099522	0.252141488086617	0	0	0
hsa-miR-6847-3p	0.395452272502734	0.195014696307514	0.323982102904653	0	0	1.58048855271897	0.800200441319434	0.870098163024589	1.00850119965097	0	0	0.938206880246336	0.696157369537736	0.384162766998405	0.554711273790558	0	0	0
hsa-miR-3692-3p	0.395452272502734	0.260019595076685	0.404977628630817	0	0	0	0.0889111601466038	0.145016360504098	0.387885076788833	0	0	0	0.569583302349057	0.230497660199043	0.201713190469294	0	0	0
hsa-miR-6509-3p	0.395452272502734	0.0650048987691712	0.323982102904653	0	0	0	0.326007587204214	0.193355147338798	0.387885076788833	0	0	0	0.379722201566038	0.230497660199043	0.201713190469294	0	0	0
hsa-miR-517c-3p	0.395452272502734	0.585044088922541	0.97194630871396	0.288343483985115	0.752623410012488	0	0.326007587204214	0.314202114425546	0	0	0	0	0.379722201566038	0.614660427197449	0.504282976173234	0	0	0
hsa-miR-3620-5p	0.395452272502734	0.910068582768397	0.404977628630817	0	0.376311705006244	1.58048855271897	0.296370533822013	0.870098163024589	0.155154030715533	0	0	0	0.126574067188679	0.499411597097927	0.15128489285197	0	0	0
hsa-miR-5583-3p	0.395452272502734	0.260019595076685	0.0809955257261634	0	0	0	0.326007587204214	0.435049081512294	0.465462092146599	0	0	0	0.189861100783019	0.345746490298565	0.0504282976173235	0	0	0
hsa-miR-138-2-3p	0.395452272502734	0.0650048987691712	0.404977628630817	0.865030451955344	0.376311705006244	0	0.47419285411522	0.483387868346994	1.08607821500873	0	0	0	0.0632870335943396	0.268913936898884	0	0	0	0
hsa-miR-3691-3p	0.395452272502734	0.780058785230055	1.21493288589245	0	0	1.58048855271897	0.592741067644026	0.628404228851092	0.543039107504366	1.23942000101632	0	0	0.253148134377358	0.307330213598724	0.403426380938588	0	0	0
hsa-miR-548b-5p	0.395452272502734	0.455034291384199	0.566968680083143	0	0.188155852503122	0	0.23709642705761	0.241693934173497	0.465462092146599	0	0	0.469103440123168	0.316435167971698	0.153665106799362	0.655567869025205	0	0	0
hsa-miR-4709-5p	0.395452272502734	0.260019595076685	0.323982102904653	0	0.752623410012488	0	0.652015174408428	0.580065442016393	0.543039107504366	0	0	0	0.443009235160377	0.307330213598724	0.504282976173234	0	0	0
hsa-miR-548w	0.395452272502734	0.780058785230055	0.24298657717849	0.865030451955344	0	0	0.326007587204214	0.241693934173497	0.465462092146599	0	0	0.469103440123168	0.379722201566038	0.72990925729697	0.958137654729146	0	0	0
hsa-miR-3192-5p	0.395452272502734	0.130009797538342	0.809955257261634	0.288343483985115	0.376311705006244	0	0.652015174408428	0.193355147338798	0.0775770153577666	0	0	0	0.316435167971698	0.192081383499203	0.252141488086617	1.95419560911789	0	1.01941475398973
hsa-miR-765	0.395452272502734	0.52003919015337	0.323982102904653	0.288343483985115	0.188155852503122	0	0.503829907497422	0.435049081512294	0.310308061431066	1.23942000101632	0	0	0.0632870335943396	0.268913936898884	0.0504282976173235	0	0	0
hsa-miR-6834-3p	0.395452272502734	0.0650048987691712	0.0809955257261634	0	0	0	0.266733480439811	0.145016360504098	0.155154030715533	0	0	0	0	0.230497660199043	0.201713190469294	0	0	0
hsa-miR-4467	0.395452272502734	0.585044088922541	0.97194630871396	0.865030451955344	0.188155852503122	0	0.563104014261824	0.628404228851092	1.08607821500873	0	0	0	0.443009235160377	0.422579043698246	0.958137654729146	0	0	2.03882950797947
hsa-miR-6797-3p	0.395452272502734	0.195014696307514	0.566968680083143	0	0	0	0.414918747350818	0.435049081512294	0.853347168935432	0	0	0	0.253148134377358	0.230497660199043	0.252141488086617	0	0	0
hsa-miR-6734-5p	0.395452272502734	0.260019595076685	0	0.576686967970229	0.188155852503122	0	0.385281693968617	0.290032721008196	0.543039107504366	0	1.51563376225769	0	0.253148134377358	0.345746490298565	0.201713190469294	0	0	0
hsa-miR-6799-5p	0.395452272502734	0.0650048987691712	0.161991051452327	0.288343483985115	0.376311705006244	0	0.148185266911006	0.0483387868346994	0.0775770153577666	0	0	0	0.189861100783019	0.192081383499203	0.201713190469294	0	0	0
hsa-miR-6807-3p	0.395452272502734	0.260019595076685	1.13393736016629	0.288343483985115	0	0	0.800200441319434	0.77342058935519	0.543039107504366	0	0	0	0.506296268754717	0.192081383499203	0.655567869025205	0	0	0
hsa-miR-6840-3p	0.395452272502734	0	0	0	0	0	0.207459373675409	0.290032721008196	0.465462092146599	0	0	0	0	0.153665106799362	0.252141488086617	0	0	0
hsa-miR-3613-5p	0.395452272502734	0.0650048987691712	0.24298657717849	0	0	0	0.207459373675409	0.241693934173497	0.0775770153577666	0	0	0	0.253148134377358	0.230497660199043	0.15128489285197	0	0	0
hsa-miR-6784-3p	0.395452272502734	0.0650048987691712	0.323982102904653	0.288343483985115	0	0	0.118548213528805	0.145016360504098	0.155154030715533	0	0	0	0.0632870335943396	0.0768325533996811	0.403426380938588	0	0	0
hsa-miR-2116-5p	0.395452272502734	0.130009797538342	0.161991051452327	0	0	0	0.177822320293208	0.290032721008196	0.310308061431066	0	0	0	0.253148134377358	0.384162766998405	0.201713190469294	0	0	0
hsa-miR-4766-3p	0.395452272502734	0.455034291384199	0.161991051452327	0	0	0	0.148185266911006	0.193355147338798	0.155154030715533	0	0	0	0.189861100783019	0.230497660199043	0.15128489285197	0	0	0
hsa-miR-5693	0.395452272502734	0.0650048987691712	0.161991051452327	0	0	0	0.23709642705761	0	0.0775770153577666	0	0	0	0.316435167971698	0.0768325533996811	0.15128489285197	0	0	0
hsa-miR-6888-3p	0.395452272502734	0.455034291384199	0.24298657717849	0.288343483985115	0	3.16097710543795	0.355644640586415	0.338371507842896	0.543039107504366	0	0	0	0.379722201566038	0.460995320398086	0.504282976173234	0	0	0
hsa-miR-296-3p	0.395452272502734	0.455034291384199	0.809955257261634	0	0	0	1.86713436307868	1.59517996554508	0.853347168935432	0	3.03126752451538	0.469103440123168	0.569583302349057	0.460995320398086	0.756424464259852	1.95419560911789	1.77258764116445	3.0582442619692
hsa-miR-3146	0.395452272502734	0.585044088922541	0.404977628630817	1.15337393594046	1.31709096752185	0	0.563104014261824	0.386710294677595	0.543039107504366	0	0	0.469103440123168	0.316435167971698	0.537827873797767	0.453854678555911	0.977097804558943	5.31776292349335	1.01941475398973
hsa-miR-6837-3p	0.395452272502734	0.260019595076685	0.48597315435698	0.576686967970229	0	0	0.444555800733019	0.435049081512294	0.698193138219899	0	0	0	0.316435167971698	0.384162766998405	0.453854678555911	0	1.77258764116445	0
hsa-miR-6862-5p	0.395452272502734	0.195014696307514	0.323982102904653	0	0.564467557509366	0	0.414918747350818	0.628404228851092	0.543039107504366	0	0	0.938206880246336	0.443009235160377	0.230497660199043	0.403426380938588	0	0	1.01941475398973
hsa-miR-5588-5p	0.395452272502734	0.260019595076685	0.404977628630817	1.15337393594046	0.376311705006244	0	0.563104014261824	0.676743015685791	0.853347168935432	0	1.51563376225769	0.469103440123168	0	0.268913936898884	0.15128489285197	0	0	0
hsa-miR-5000-3p	0.395452272502734	0.390029392615027	0.48597315435698	0	0	0	0.652015174408428	1.01511452352869	0.0775770153577666	0	0	0	1.01259253750943	0.537827873797767	0.15128489285197	0	0	0
hsa-mir-516b-2	0.362497916460839	0.422531841999613	0.121493288589245	0	0	0	0.0444555800733019	0	0.0387885076788833	0	0	0	0	0.0192081383499203	0.0756424464259852	0.488548902279471	0	3.0582442619692
hsa-miR-518d-5p|hsa-miR-520c-5p|hsa-miR-526a	0.362497916460839	0.195014696307514	0.161991051452327	0.288343483985115	0	0	0.0148185266911006	0.0241693934173497	0.155154030715533	0	0	0	0.0632870335943396	0.166470532365976	0.0504282976173235	0	0	0
hsa-miR-3155a|hsa-miR-3155b	0.329543560418945	0.357526943230442	0.48597315435698	0.288343483985115	0	1.18536641453923	0.0592741067644026	0.193355147338798	0.426673584467716	0	0	0	0.189861100783019	0.345746490298565	0.554711273790558	0	0	0
hsa-miR-3680-3p	0.329543560418945	0.130009797538342	0	0	0	0	0.148185266911006	0.0483387868346994	0.2327310460733	0	0	0	0	0.384162766998405	0.201713190469294	0	0	0
hsa-miR-1302	0.329543560418945	0.390029392615027	0.161991051452327	0	0	0	0.563104014261824	0.338371507842896	0.387885076788833	0	0	0	0.253148134377358	0.230497660199043	0.201713190469294	0	0	0
hsa-miR-6817-3p	0.329543560418945	0.455034291384199	0.566968680083143	0.288343483985115	0	0	0.296370533822013	0.483387868346994	0.2327310460733	0	0	0	0.506296268754717	0.460995320398086	0.453854678555911	0	0	0
hsa-miR-1538	0.329543560418945	0.325024493845856	0.323982102904653	0.576686967970229	0.376311705006244	0	0.266733480439811	0.241693934173497	0.155154030715533	0	0	0	0.189861100783019	0.268913936898884	0.100856595234647	0	0	0
