	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-miR-1237-3p	0.922721969173045	0.845063683999226	2.67285234896339	0.288343483985115	0.376311705006244	2.7658549672582	1.74858614954988	1.11179209719809	1.70669433787086	0	0	0	0.822731436726415	1.45981851459394	0.806852761877175	0	0	0
hsa-miR-6882-5p	0.922721969173045	0.455034291384199	0.97194630871396	0.576686967970229	0.376311705006244	0	1.42257856234566	1.78853511288388	0.853347168935432	1.23942000101632	1.51563376225769	0.938206880246336	0.822731436726415	0.614660427197449	0.15128489285197	0	0	0
hsa-miR-192-3p	0.922721969173045	1.43010777292177	0.48597315435698	0.576686967970229	0.188155852503122	0	1.33366740219906	1.11179209719809	2.17215643001746	0	0	0	1.01259253750943	1.03723947089569	0.857281059494499	0	0	0
hsa-miR-505-5p	0.922721969173045	1.10508327907591	1.37692393734478	4.90183922774695	6.20914313260303	0	3.17116471189554	2.56195570223907	3.9564277832461	0	1.51563376225769	0.938206880246336	1.51888880626415	1.92081383499203	3.27783934512602	0.977097804558943	0	1.01941475398973
hsa-miR-373-5p	0.922721969173045	0.52003919015337	1.29592841161861	0.576686967970229	0.564467557509366	0	0.47419285411522	0.531726655181693	0	0	0	0	0.316435167971698	0.537827873797767	1.05899424996379	0	0	1.01941475398973
hsa-miR-3679-3p	0.922721969173045	0.52003919015337	0.72895973153547	0.288343483985115	0.188155852503122	5.53170993451641	0.740926334555032	0.676743015685791	1.3963862764398	0	0	0	0.632870335943396	0.422579043698246	1.10942254758112	0	0	0
hsa-miR-5006-3p	0.922721969173045	0.585044088922541	1.05294183444012	0.576686967970229	0.564467557509366	0	1.54112677587447	1.20846967086748	1.3963862764398	0	0	0	0.506296268754717	1.30615340779458	0.806852761877175	0	0	0
hsa-miR-548f-3p|hsa-miR-548g-3p	0.889767613131151	0.855897833794088	0.57371830722699	0	0	0	0.308225355174893	0.733138266992941	0.649061028493314	0.619710000508162	0	0	1.61381935665566	0.864366225746412	0.756424464259852	0	0	0
hsa-miR-149-3p	0.856813257089256	0.910068582768397	0.72895973153547	0	0.376311705006244	0	0.711289281172831	0.531726655181693	0.930924184293199	0	0	0	0.506296268754717	0.768325533996811	0.857281059494499	0.977097804558943	0	0
hsa-miR-1275	0.856813257089256	0.585044088922541	0.890950782987797	0.288343483985115	0	0	0.859474548083837	0.483387868346994	1.47396329179756	0	0	0	1.01259253750943	1.11407202429538	1.21027914281576	0.977097804558943	0	0
hsa-miR-4685-3p	0.856813257089256	0.52003919015337	0.72895973153547	0	0	0	0.800200441319434	0.435049081512294	0.543039107504366	0	0	0.469103440123168	0.632870335943396	0.883574364096332	0.756424464259852	0.977097804558943	0	0
hsa-miR-3131	0.856813257089256	0.390029392615027	0.404977628630817	0	0.376311705006244	0	1.57076382925667	1.16013088403279	1.24123224572427	2.47884000203265	3.03126752451538	0	0.696157369537736	0.691492980597129	0.756424464259852	0	0	5.09707376994867
hsa-miR-4646-3p	0.856813257089256	0.650048987691712	0.809955257261634	0	0	0	1.60040088263887	0.870098163024589	2.24973344537523	0	0	0	0.632870335943396	0.806741810696651	1.05899424996379	0	0	0
hsa-miR-6857-3p	0.856813257089256	1.43010777292177	0.48597315435698	0.576686967970229	0.188155852503122	0	0.889111601466038	1.20846967086748	1.08607821500873	0	0	0	0.759444403132075	0.883574364096332	1.10942254758112	0	0	0
hsa-miR-2467-3p	0.856813257089256	0.390029392615027	0.72895973153547	1.15337393594046	0.188155852503122	0	0.681652227790629	0.531726655181693	0.310308061431066	0	0	0.469103440123168	0.506296268754717	0.384162766998405	0.453854678555911	0	0	5.09707376994867
hsa-miR-451a	0.856813257089256	1.04007838030674	1.70090604024943	12.687113295345	15.2406240527529	0.790244276359487	2.2227790036651	2.27192298123087	1.55154030715533	18.5913000152449	9.09380257354613	3.75282752098534	0.822731436726415	2.26656032529059	2.67269977371814	15.6335648729431	15.95328877048	11.2135622938871
hsa-miR-1255b-5p	0.856813257089256	1.10508327907591	1.45791946307094	2.0184043878958	0.94077926251561	0	1.33366740219906	1.74019632604918	2.0945794146597	0	0	0	1.01259253750943	1.65189989809314	1.5128489285197	0	0	0
hsa-miR-3682-3p	0.856813257089256	0.975073481537569	0.809955257261634	0	0.564467557509366	3.16097710543795	0.681652227790629	0.77342058935519	0.698193138219899	1.23942000101632	0	0	0.379722201566038	0.384162766998405	0.453854678555911	0	0	0
hsa-miR-4741	0.856813257089256	0.52003919015337	1.05294183444012	5.76686967970229	7.33807824762176	2.7658549672582	0.978022761612642	0.966775736693988	1.47396329179756	6.19710000508162	1.51563376225769	3.75282752098534	0.569583302349057	0.422579043698246	1.00856595234647	12.7022714592663	8.86293820582224	4.07765901595894
hsa-mir-548f-4	0.823858901047362	0	0.533220544363909	0	0	0	0.160040088263887	0.515613726236793	0.532695505456664	0	0	0	1.42395825587264	0.633868565547369	0	0	0	0
hsa-miR-449a	0.823858901047362	1.26759552599884	1.01244407157704	1.0092021939479	1.22301304127029	0	2.83033859800022	2.80364963641256	2.5600415068063	0	0	0	1.39231473907547	1.86318941994227	2.06756020231026	0	0	0
hsa-miR-6854-5p	0.790904545005467	1.49511267169094	0.97194630871396	0.288343483985115	0	0	1.33366740219906	1.40182481820628	1.24123224572427	0	0	0	1.70874990704717	1.26773713109474	1.26070744043309	0	0	0
hsa-miR-1256	0.790904545005467	0.585044088922541	0.48597315435698	0	0.376311705006244	0	0.652015174408428	0.676743015685791	0.387885076788833	0	0	0	0.696157369537736	0.768325533996811	0.453854678555911	0	0	0
hsa-miR-450a-1-3p	0.790904545005467	0.585044088922541	0.97194630871396	0.865030451955344	0.376311705006244	0	1.71894909616767	1.30514724453688	2.01700239930193	0	0	0	0.126574067188679	0.653076703897289	1.10942254758112	0	0	0
hsa-miR-6726-3p	0.790904545005467	0.845063683999226	1.21493288589245	0	0.188155852503122	0	0.91874865484824	0.966775736693988	1.24123224572427	0	0	0	0.949305503915094	1.07565574759553	1.26070744043309	0	0	0
hsa-miR-6737-3p	0.790904545005467	0.650048987691712	1.05294183444012	0.576686967970229	0.752623410012488	0	0.711289281172831	0.676743015685791	1.1636552303665	0	0	0.469103440123168	0.632870335943396	0.72990925729697	0.554711273790558	0.977097804558943	0	0
hsa-miR-7113-5p	0.790904545005467	0.52003919015337	0.566968680083143	0.288343483985115	0.376311705006244	0	0.681652227790629	0.435049081512294	0.775770153577666	0	0	0	0.506296268754717	0.576244150497608	0.554711273790558	0	5.31776292349335	1.01941475398973
hsa-miR-3622a-5p	0.790904545005467	0.390029392615027	0.566968680083143	0.288343483985115	0	1.18536641453923	0.47419285411522	0.290032721008196	0.2327310460733	0	0	0	0.506296268754717	0.72990925729697	0.554711273790558	0	0	0
hsa-miR-3180-5p	0.790904545005467	0.455034291384199	0.566968680083143	0.576686967970229	0.188155852503122	0	1.42257856234566	1.20846967086748	2.94792658359513	0	0	0.469103440123168	0.253148134377358	0.691492980597129	0.252141488086617	0	0	2.03882950797947
hsa-miR-6843-3p	0.790904545005467	1.30009797538342	0.161991051452327	0.576686967970229	0	0	0.622378121026227	0.725081802520491	1.08607821500873	0	0	0.469103440123168	0.759444403132075	0.345746490298565	0.252141488086617	0.977097804558943	0	0
hsa-miR-6773-5p	0.790904545005467	0.585044088922541	0.48597315435698	0.288343483985115	0.564467557509366	0	0.563104014261824	0.821759376189889	0.775770153577666	0	0	0	1.01259253750943	0.460995320398086	0.756424464259852	0	0	0
hsa-miR-219b-3p	0.790904545005467	0.585044088922541	1.45791946307094	0	0	0	1.42257856234566	1.30514724453688	1.24123224572427	0	0	0	0.759444403132075	0.845158087396492	0.958137654729146	0	0	0
hsa-miR-1343-5p	0.790904545005467	0.585044088922541	0.566968680083143	0.576686967970229	0.564467557509366	0	0.800200441319434	0.676743015685791	0.698193138219899	0	0	0	0.506296268754717	0.460995320398086	0.605139571407881	0	0	1.01941475398973
hsa-miR-4639-5p	0.790904545005467	1.10508327907591	0.890950782987797	0	0	0	0.770563387937233	1.20846967086748	0.543039107504366	1.23942000101632	1.51563376225769	0.469103440123168	1.07587957110377	0.422579043698246	0.554711273790558	0	0	0
hsa-miR-3124-5p	0.790904545005467	0.260019595076685	0.404977628630817	0	0.376311705006244	3.95122138179743	0.592741067644026	0.435049081512294	1.24123224572427	0	0	0.469103440123168	0.443009235160377	0.422579043698246	0.605139571407881	0	0	0
hsa-miR-18b-5p	0.790904545005467	0.617546538307127	0.850453020124715	0	0	0	0.978022761612642	0.845928769607239	0.620616122862133	0	0	0	0.854374953523585	0.998823194195854	0.73121031545119	0	0	0
hsa-miR-548o-3p	0.757950188963573	0.682551437076298	0.202488814315408	0	0	0	0.563104014261824	0.555896048599043	1.1636552303665	0	0	0	0.917661987117924	0.74911739564689	0.630353720216543	0	0	0
hsa-miR-6805-5p	0.724995832921678	0.325024493845856	0.72895973153547	1.44171741992557	1.50524682002498	3.55609924361769	0.652015174408428	0.145016360504098	0.775770153577666	1.23942000101632	0	2.34551720061584	0.379722201566038	0.422579043698246	0.453854678555911	4.88548902279471	0	3.0582442619692
hsa-miR-4482-5p	0.724995832921678	0.585044088922541	1.29592841161861	0	0.188155852503122	0	0.503829907497422	0.725081802520491	0.465462092146599	0	0	0	0.632870335943396	0.653076703897289	0.756424464259852	1.95419560911789	0	0
hsa-miR-519a-3p	0.724995832921678	0.715053886460884	1.29592841161861	0	0	0	0.385281693968617	0.169185753921448	0.2327310460733	0	0	0	0.316435167971698	0.691492980597129	0.403426380938588	0	0	0
hsa-miR-933	0.724995832921678	1.04007838030674	0.890950782987797	0.576686967970229	1.50524682002498	0	0.23709642705761	0.483387868346994	0.543039107504366	0	0	0.469103440123168	0.569583302349057	0.576244150497608	0.655567869025205	0.977097804558943	0	2.03882950797947
hsa-miR-3684	0.724995832921678	0.650048987691712	0.809955257261634	0.865030451955344	0.188155852503122	0	0.652015174408428	0.870098163024589	0.853347168935432	0	0	0	0.696157369537736	1.11407202429538	0.655567869025205	0	0	0
hsa-miR-5587-5p	0.724995832921678	0.715053886460884	1.05294183444012	1.15337393594046	0.376311705006244	0	0.740926334555032	1.01511452352869	1.47396329179756	0	0	0.469103440123168	0.443009235160377	0.576244150497608	0.201713190469294	0	0	3.0582442619692
hsa-miR-3944-5p	0.724995832921678	0.650048987691712	0.890950782987797	0.288343483985115	1.12893511501873	0	0.948385708230441	0.435049081512294	1.00850119965097	0	0	0	0.379722201566038	0.653076703897289	1.15985084519844	0	0	0
hsa-miR-6827-5p	0.724995832921678	0.260019595076685	0.323982102904653	0.576686967970229	1.12893511501873	0	0.563104014261824	0.580065442016393	0.465462092146599	0	0	0	0.379722201566038	0.345746490298565	0.605139571407881	0	3.5451752823289	0
hsa-miR-3157-5p	0.724995832921678	0.715053886460884	0.72895973153547	0	0	0	1.30403034881686	1.20846967086748	1.55154030715533	0	0	0	0.506296268754717	1.03723947089569	1.05899424996379	0	0	0
hsa-miR-3911	0.724995832921678	0.585044088922541	0.647964205809307	2.30674787188092	0.94077926251561	1.18536641453923	0.889111601466038	0.870098163024589	0.853347168935432	0	0	0	0.506296268754717	0.499411597097927	0.554711273790558	0.977097804558943	0	1.01941475398973
hsa-miR-937-5p	0.724995832921678	0.585044088922541	0.566968680083143	0	0	0	0.385281693968617	0.290032721008196	0.543039107504366	0	0	0.938206880246336	0.443009235160377	0.384162766998405	0.756424464259852	0	0	0
hsa-miR-187-3p	0.724995832921678	0.455034291384199	0.48597315435698	0.288343483985115	0.376311705006244	0	1.86713436307868	1.74019632604918	2.5600415068063	2.47884000203265	0	0	0.316435167971698	0.72990925729697	0.655567869025205	0	0	0
hsa-miR-1291	0.724995832921678	1.3651028741526	1.61991051452327	25.3742265906901	10.3485718876717	4.34634351997718	1.36330445558126	1.64351875237978	1.78427135322863	23.5489800193102	19.7032389093499	6.56744816172435	1.32902770548113	1.34456968449442	1.714562118989	2.93129341367683	26.5888146174667	20.3882950797947
hsa-miR-486-5p	0.724995832921678	1.75513226676762	2.4298657717849	9.51533497150878	19.5682086603247	43.4634351997718	1.39294150896346	1.35348603137158	1.1636552303665	43.3797000355714	18.1876051470923	21.1096548055426	2.34162024299057	1.38298596119426	1.56327722613703	120.18302996075	53.1776292349334	65.242544255343
hsa-miR-1236-3p	0.724995832921678	0.455034291384199	1.21493288589245	0	0	0	0.652015174408428	0.725081802520491	0.465462092146599	0	0	0	0.443009235160377	1.15248830099522	1.21027914281576	0	0	0
hsa-miR-4745-5p	0.724995832921678	1.04007838030674	0.323982102904653	2.30674787188092	1.31709096752185	0	1.30403034881686	1.45016360504098	1.70669433787086	0	0	0.938206880246336	0.886018470320755	1.07565574759553	1.10942254758112	3.90839121823577	3.5451752823289	1.01941475398973
hsa-miR-6889-3p	0.65908712083789	0.325024493845856	1.21493288589245	0	0.376311705006244	3.16097710543795	0.414918747350818	0.193355147338798	0.620616122862133	0	0	0	0.316435167971698	0.576244150497608	1.05899424996379	0	0	1.01941475398973
hsa-miR-766-5p	0.65908712083789	0.715053886460884	0.72895973153547	2.30674787188092	3.57496119755932	5.92683207269615	1.12620802852365	0.628404228851092	1.70669433787086	3.71826000304897	0	0	0.253148134377358	0.883574364096332	0.857281059494499	0.977097804558943	0	2.03882950797947
hsa-miR-6511b-5p	0.65908712083789	0.455034291384199	0.647964205809307	2.30674787188092	2.63418193504371	2.37073282907846	0.503829907497422	0.918436949859288	0.543039107504366	0	0	0.469103440123168	1.01259253750943	0.499411597097927	0.605139571407881	1.95419560911789	0	2.03882950797947
hsa-miR-3929	0.65908712083789	0.975073481537569	0.809955257261634	1.44171741992557	1.12893511501873	0	0.0889111601466038	0.145016360504098	0.310308061431066	0	0	0	2.27833320939623	2.42022543208995	1.41199233328506	0	0	1.01941475398973
hsa-miR-2277-3p	0.65908712083789	0.52003919015337	0.404977628630817	3.46012180782137	2.63418193504371	0	0.444555800733019	0.531726655181693	0.698193138219899	1.23942000101632	1.51563376225769	0.469103440123168	0.316435167971698	0.537827873797767	0.504282976173234	0	1.77258764116445	0
hsa-miR-1277-3p	0.65908712083789	0.390029392615027	0.566968680083143	0	0	0	0.800200441319434	0.483387868346994	0.387885076788833	0	0	0	0.886018470320755	0.460995320398086	0.605139571407881	0	0	0
hsa-miR-4523	0.65908712083789	0.390029392615027	0.72895973153547	0.288343483985115	0.188155852503122	0	0.859474548083837	0.918436949859288	0.930924184293199	0	0	0	1.13916660469811	0.268913936898884	0.554711273790558	0	0	0
hsa-miR-197-5p	0.65908712083789	0.325024493845856	0.323982102904653	1.73006090391069	2.25787023003746	0	0.711289281172831	0.483387868346994	0.698193138219899	0	0	0	0.506296268754717	0.460995320398086	0.705996166642528	0.977097804558943	0	1.01941475398973
hsa-miR-559	0.65908712083789	0.325024493845856	0.647964205809307	0	0.564467557509366	0	0.829837494701636	0.725081802520491	0.698193138219899	0	0	0	0.632870335943396	0.614660427197449	1.21027914281576	0	0	0
hsa-miR-545-5p	0.65908712083789	0.325024493845856	0.0809955257261634	0	0	0	0.622378121026227	0.290032721008196	0.155154030715533	0	0	0	0.316435167971698	0.499411597097927	0.252141488086617	0	0	0
hsa-miR-4461	0.65908712083789	0.780058785230055	0.72895973153547	0.288343483985115	0.376311705006244	4.34634351997718	0.326007587204214	0.386710294677595	0.465462092146599	0	1.51563376225769	1.4073103203695	1.20245363829245	0.653076703897289	0.907709357111822	0	1.77258764116445	2.03882950797947
hsa-miR-4653-5p	0.65908712083789	0.52003919015337	1.78190156597559	0	0	0	1.12620802852365	1.01511452352869	1.08607821500873	0	0	0	0.949305503915094	0.921990640796173	1.21027914281576	0	0	0
hsa-miR-3940-3p	0.65908712083789	0.455034291384199	0.809955257261634	0	0	0	1.18548213528805	1.06345331036339	1.55154030715533	0	0	0	0.379722201566038	0.768325533996811	0.806852761877175	0	0	0
hsa-miR-4758-3p	0.65908712083789	0.455034291384199	0.809955257261634	0	0.94077926251561	0	0.563104014261824	0.435049081512294	0.2327310460733	0	0	0	0.886018470320755	0.307330213598724	0.504282976173234	0	0	0
hsa-miR-34a-3p	0.65908712083789	0.650048987691712	0.647964205809307	0.288343483985115	0	0	0.829837494701636	0.628404228851092	1.08607821500873	0	0	0	0.443009235160377	1.11407202429538	0.958137654729146	0	0	0
hsa-miR-6735-5p	0.65908712083789	0.780058785230055	1.37692393734478	0.288343483985115	0.94077926251561	0	0.829837494701636	0.918436949859288	0.155154030715533	0	0	0.469103440123168	0.886018470320755	0.614660427197449	0.504282976173234	0	0	0
hsa-miR-548t-5p	0.65908712083789	0.390029392615027	0.97194630871396	0.865030451955344	0	0	0.681652227790629	0.290032721008196	0.310308061431066	1.23942000101632	0	0.469103440123168	0.759444403132075	0.345746490298565	0.453854678555911	0.977097804558943	0	0
hsa-miR-6739-3p	0.65908712083789	1.04007838030674	0.890950782987797	0.288343483985115	0.188155852503122	0	1.15584508190585	0.580065442016393	0.775770153577666	0	0	0	0.696157369537736	1.2293208543949	1.15985084519844	0	0	0
hsa-miR-4734	0.65908712083789	0.52003919015337	0.890950782987797	0	0.376311705006244	0	0.563104014261824	0.870098163024589	1.1636552303665	0	0	0.469103440123168	0.569583302349057	0.653076703897289	0.302569785703941	1.95419560911789	0	1.01941475398973
hsa-miR-6765-3p	0.65908712083789	0.325024493845856	0.404977628630817	0.865030451955344	1.12893511501873	0	0.503829907497422	0.531726655181693	0.853347168935432	1.23942000101632	0	0	0.253148134377358	0.153665106799362	1.26070744043309	0	0	0
hsa-miR-523-3p	0.593178408754101	0.195014696307514	0.24298657717849	0	0	0	0.0592741067644026	0.193355147338798	0	0	0	0	0.379722201566038	0.307330213598724	0.252141488086617	0	0	0
hsa-miR-660-5p	0.593178408754101	0.130009797538342	0.404977628630817	0.576686967970229	0	0.395122138179743	0.978022761612642	0.77342058935519	0.543039107504366	0	0	0	0.189861100783019	1.07565574759553	0.907709357111822	0	0	0
hsa-miR-4640-5p	0.593178408754101	0.390029392615027	0	0.865030451955344	0.188155852503122	0	0.326007587204214	0.193355147338798	0.2327310460733	2.47884000203265	0	0	0.0632870335943396	0.0768325533996811	0.605139571407881	0	0	0
hsa-miR-4750-5p	0.593178408754101	0.325024493845856	1.05294183444012	0.288343483985115	0.188155852503122	0	0.533466960879623	0.628404228851092	1.24123224572427	0	0	0.938206880246336	0.822731436726415	0.614660427197449	1.10942254758112	0	0	0
hsa-miR-6894-3p	0.593178408754101	0.260019595076685	0.647964205809307	0.288343483985115	0.188155852503122	0	0.91874865484824	0.241693934173497	1.00850119965097	0	0	0	0.316435167971698	0.384162766998405	1.00856595234647	0	0	0
hsa-miR-509-5p	0.593178408754101	0.52003919015337	0.404977628630817	0	0.188155852503122	0	8.47619726730957	7.4925119593784	7.21466242827229	2.47884000203265	0	0	0.696157369537736	0.921990640796173	0.806852761877175	0	0	0
hsa-miR-4753-3p	0.593178408754101	0.0650048987691712	0.0809955257261634	0	0	0	0.266733480439811	0.193355147338798	0.310308061431066	0	0	0	0.0632870335943396	0.345746490298565	0.302569785703941	0	0	0
hsa-miR-503-3p	0.593178408754101	0.260019595076685	0.24298657717849	0	0.188155852503122	0	0.207459373675409	0.193355147338798	0.0775770153577666	0	0	0	0.253148134377358	0.537827873797767	0.302569785703941	0	0	0
hsa-miR-4717-3p	0.593178408754101	1.10508327907591	0.48597315435698	0	0.188155852503122	0	0.91874865484824	0.676743015685791	1.08607821500873	0	0	0	0.949305503915094	0.806741810696651	1.00856595234647	0	0	0
hsa-miR-4683	0.593178408754101	0.650048987691712	0.24298657717849	0	0.376311705006244	0	0.355644640586415	0.628404228851092	0.2327310460733	0	0	0	0.569583302349057	0.576244150497608	0.403426380938588	0	0	0
hsa-miR-664b-5p	0.593178408754101	0.195014696307514	0.323982102904653	0.576686967970229	0.188155852503122	0	0.355644640586415	0.628404228851092	0.620616122862133	0	0	0	0.443009235160377	0.307330213598724	0.302569785703941	0	0	1.01941475398973
hsa-miR-6770-3p	0.593178408754101	0.975073481537569	0.48597315435698	0.288343483985115	0.188155852503122	0	0.622378121026227	0.725081802520491	0.853347168935432	0	0	0	0.696157369537736	0.614660427197449	0.453854678555911	0	0	1.01941475398973
hsa-miR-96-3p	0.593178408754101	1.56011757046011	1.5389149887971	0	0	0	1.57076382925667	0.77342058935519	1.24123224572427	0	0	0	1.64546287345283	1.65189989809314	1.66413382137167	0	0	0
hsa-miR-1909-3p	0.593178408754101	0.390029392615027	0.24298657717849	0	0	0	0.414918747350818	0.435049081512294	0.2327310460733	0	0	0	0.379722201566038	0.345746490298565	0.302569785703941	0	0	0
hsa-miR-3145-3p	0.593178408754101	0.455034291384199	0.890950782987797	0.288343483985115	0	0	1.63003793602107	0.77342058935519	0.543039107504366	0	0	0	1.01259253750943	0.883574364096332	1.00856595234647	0	0	0
hsa-miR-624-3p	0.593178408754101	0.325024493845856	0.647964205809307	0	0	0	0.681652227790629	0.435049081512294	0.620616122862133	0	0	0	0.696157369537736	0.460995320398086	1.10942254758112	0	0	0
hsa-miR-5697	0.593178408754101	0.585044088922541	0.97194630871396	1.15337393594046	0	0	0.978022761612642	0.483387868346994	0.310308061431066	0	0	0	1.39231473907547	0.384162766998405	0.554711273790558	0.977097804558943	0	0
hsa-miR-3140-5p	0.593178408754101	0.130009797538342	0.809955257261634	0.288343483985115	0	0	0.563104014261824	0.966775736693988	0.775770153577666	0	0	0	0.316435167971698	0.268913936898884	0.403426380938588	0	0	0
hsa-miR-4742-5p	0.593178408754101	0.260019595076685	0.890950782987797	0.288343483985115	0.376311705006244	0	0.592741067644026	0.386710294677595	0.387885076788833	0	0	0	0.506296268754717	0.499411597097927	0.857281059494499	0	0	0
hsa-miR-3613-3p	0.593178408754101	0.455034291384199	0.890950782987797	3.17177832383626	2.25787023003746	0	0.711289281172831	0.725081802520491	1.31880926108203	0	0	0.938206880246336	1.01259253750943	1.15248830099522	1.00856595234647	0	0	1.01941475398973
hsa-miR-517-5p	0.593178408754101	0.52003919015337	0.323982102904653	0	0.376311705006244	0	0.0296370533822013	0	0	0	0	0	0.189861100783019	0.307330213598724	0.201713190469294	0	0	0
hsa-miR-4440	0.593178408754101	0.390029392615027	0.48597315435698	0	0.564467557509366	0	0.622378121026227	0.918436949859288	1.24123224572427	0	0	0	0.632870335943396	0.422579043698246	0.504282976173234	1.95419560911789	0	0
hsa-miR-6859-5p	0.593178408754101	1.75513226676762	1.70090604024943	2.88343483985115	2.63418193504371	3.95122138179743	1.42257856234566	1.69185753921448	0.930924184293199	6.19710000508162	3.03126752451538	5.16013784135485	1.26574067188679	1.15248830099522	0.554711273790558	4.88548902279471	3.5451752823289	3.0582442619692
hsa-miR-548ab	0.560224052712206	0.357526943230442	0.445475391493898	0.432515225977672	0	0	0.311189060513113	0.410879688094945	0.11636552303665	0	0	0	0.284791651174528	0.192081383499203	0.277355636895279	0	0	2.03882950797947
hsa-miR-3191-5p	0.527269696670312	0.390029392615027	0	0	0	0	0.326007587204214	0.531726655181693	0.2327310460733	0	0	0	0.506296268754717	0.230497660199043	0.403426380938588	0	0	0
hsa-miR-3144-3p	0.527269696670312	0.130009797538342	0.890950782987797	0	0	0	1.95604552322528	2.56195570223907	2.01700239930193	0	0	0	1.13916660469811	0.806741810696651	0.554711273790558	0	0	0
hsa-miR-5188	0.527269696670312	0.260019595076685	0.161991051452327	0.576686967970229	0.188155852503122	0	0.414918747350818	0.145016360504098	0.620616122862133	0	0	0	0.189861100783019	0.153665106799362	0.352998083321264	0	0	0
hsa-miR-1266-3p	0.527269696670312	0.325024493845856	0.404977628630817	0	0	0	0.177822320293208	0.338371507842896	0	0	0	0	0.506296268754717	0.384162766998405	0.252141488086617	0	0	0
hsa-miR-4477b	0.527269696670312	0.195014696307514	0.323982102904653	0.288343483985115	0	0	0.414918747350818	0.338371507842896	0.155154030715533	0	0	0	0.253148134377358	0.345746490298565	0.15128489285197	0	0	0
hsa-miR-552-3p	0.527269696670312	0.325024493845856	0.161991051452327	0	0.188155852503122	0	16.3596534669751	18.3687389971858	14.8172099333334	16.1124600132122	7.57816881128844	2.81462064073901	0.949305503915094	0.499411597097927	0.100856595234647	0	0	0
hsa-miR-7155-3p	0.527269696670312	0.650048987691712	0.566968680083143	0	0.188155852503122	0.790244276359487	0.414918747350818	0.290032721008196	0.310308061431066	0	0	0	0.316435167971698	0.576244150497608	0.403426380938588	0	3.5451752823289	0
hsa-miR-6840-5p	0.527269696670312	0.52003919015337	0.566968680083143	0.288343483985115	0	0	0.414918747350818	0.290032721008196	0.2327310460733	0	0	0	0.379722201566038	0.422579043698246	0.806852761877175	0	0	0
hsa-miR-1271-5p	0.527269696670312	0.52003919015337	0.323982102904653	0	0.564467557509366	0	3.43789819233535	2.85198842324726	2.48246449144853	2.47884000203265	0	0.469103440123168	1.45560177266981	0.460995320398086	0.554711273790558	0	0	0
hsa-miR-5695	0.527269696670312	0.455034291384199	0.404977628630817	0	0	0	0.47419285411522	0.386710294677595	0.2327310460733	0	0	0	0.189861100783019	0.653076703897289	0.554711273790558	0	0	0
hsa-miR-4799-5p	0.527269696670312	0.52003919015337	0.566968680083143	0	0	0	0.652015174408428	0.77342058935519	0.543039107504366	0	0	0	0.189861100783019	0.499411597097927	0.504282976173234	0	0	0
hsa-miR-3137	0.527269696670312	0.130009797538342	0.161991051452327	1.15337393594046	1.12893511501873	0	0.681652227790629	0.531726655181693	0.155154030715533	0	0	0.938206880246336	0.506296268754717	0.806741810696651	0.605139571407881	0	0	0
hsa-miR-6741-5p	0.527269696670312	0.52003919015337	0.24298657717849	0	0	2.37073282907846	0.385281693968617	0.241693934173497	0.775770153577666	0	1.51563376225769	0	0.506296268754717	0.307330213598724	0.504282976173234	0.977097804558943	0	0
hsa-miR-6773-3p	0.527269696670312	0.260019595076685	0.161991051452327	0	0	0	0.118548213528805	0.290032721008196	0.0775770153577666	0	0	0	0.0632870335943396	0.230497660199043	0.15128489285197	0	0	0
hsa-miR-342-3p	0.527269696670312	0.390029392615027	0.323982102904653	0.576686967970229	0.376311705006244	0	0.207459373675409	0.435049081512294	0.310308061431066	0	0	0	0.0632870335943396	0.0384162766998405	0.352998083321264	0	0	0
hsa-miR-345-3p	0.527269696670312	0.130009797538342	0.566968680083143	0.288343483985115	0	0	0.326007587204214	0.193355147338798	0.698193138219899	0	0	0.469103440123168	0.189861100783019	0.192081383499203	0.15128489285197	0.977097804558943	0	0
hsa-miR-520d-5p	0.527269696670312	0.130009797538342	0.161991051452327	0.288343483985115	0	0	0.0296370533822013	0	0	0	0	0	0.0632870335943396	0.115248830099522	0	0	0	0
hsa-miR-4761-5p	0.527269696670312	0.325024493845856	0.48597315435698	0	0	0	0.414918747350818	0.435049081512294	0.387885076788833	0	0	0	0.506296268754717	0.230497660199043	0.554711273790558	0	0	0
hsa-miR-4804-5p	0.527269696670312	0.975073481537569	0.72895973153547	0.865030451955344	1.31709096752185	0	0.800200441319434	0.531726655181693	0.853347168935432	0	0	0	0.696157369537736	1.07565574759553	0.605139571407881	0	0	0
hsa-miR-3150a-3p	0.527269696670312	0.325024493845856	0.647964205809307	0.288343483985115	0.376311705006244	0	0.296370533822013	0.676743015685791	0.310308061431066	0	0	0	0.379722201566038	0.384162766998405	0.352998083321264	0	0	0
